ID,TopConfigs
tile:xla:17a4adc3a7ab057b1b18c938da37f8a8,145;975;999;976;164;731;940;102;146;466
tile:xla:1801aa06ea4a78e54823fdb1a2d33a59,2;1;0;0;0;0;0;0;0;0
tile:xla:181083d8d0f89d13dd24cd26daaf7d0f,13;12;0;2;6;7;10;15;17;18
tile:xla:182d6b42dfdedbb2ba7d0f20e39e1827,642;4557;3643;1198;1542;1723;4127;2958;3680;4476
tile:xla:18799e8fd250d912738b05d04fe3512c,46;221;237;265;392;395;133;58;327;40
tile:xla:18df50b542340951a728e52690eade41,235;146;528;232;353;85;501;12;125;338
tile:xla:1957d4e65406d44b9d8c9cb9a4d05183,3;1;2;5;0;6;4;0;0;0
tile:xla:1a852010b8bf8e6d6cd7fd865a5df1a1,52;73;44;9;57;46;54;5;22;23
tile:xla:1af25bf59b2d76999372b9962efe5a65,6161;2341;7417;5335;2597;5121;7217;1032;5813;1349
tile:xla:1b852ae6416fca717ef720c3bca35296,1248;61;1169;619;71;255;535;688;643;829
tile:xla:1b89e86624bb8db043adc8e3418d85bc,7;407;293;427;106;531;118;392;347;282
tile:xla:1bb6b54121813753b66aa895680b5ba0,112;64;768;229;369;321;469;560;138;370
tile:xla:1bfe6f8cf7ccca23509cac8c4f05dabf,153;28;121;222;341;555;1086;1307;1953;2067
tile:xla:1c63a1f85ddf97b1a930e59131d16268,3750;4443;3886;1650;2682;3838;5989;913;276;1707
tile:xla:1c7513cc82b31f114c944a323d3cbf1a,1021;1050;99;986;114;86;1362;601;1071;935
tile:xla:1d0cab7aafc06d8b6df5defad492b4a3,31;664;251;202;588;441;98;148;367;243
tile:xla:1d49813c79679565b6dacf353eb674b0,279;201;202;154;323;747;904;72;307;629
tile:xla:1dbf453483e2d832bc935cc6a048d1cf,57;706;276;788;728;992;807;356;726;657
tile:xla:1dc086e3dbb9e7b666abdc7ef6908f0f,3;77;114;158;50;129;128;45;66;37
tile:xla:1e13513abb9d004724c907d93c838938,2679;447;3800;2863;4911;1630;449;1237;680;2727
tile:xla:1e92109f07a62f0c454ec4b2947fa57b,173;339;248;230;229;451;486;219;390;340
tile:xla:1eab795ad5e7be839141208606810e42,267;30;186;88;56;93;204;138;57;19
tile:xla:1ed546f63d1d57d9d8ded12d52413b2d,7894;6712;7929;3833;4533;1997;9533;3593;2911;2178
tile:xla:1f570416496f01801e0b6ff3be652f33,45;58;48;0;1;8;23;27;29;35
tile:xla:1f91d93655c0d754e398b7403cb878cc,7382;5378;4282;4392;684;7983;7472;4402;3613;1904
tile:xla:201491ec525e69265b5c35b8ea663b14,134;66;899;296;420;1371;612;41;126;137
tile:xla:2016aa7a199dcd51c50c51eb5dcad732,230;390;97;830;758;547;509;998;756;743
tile:xla:20977d06119e3681836217845e87bdbc,395;28;324;242;103;154;53;194;224;271
tile:xla:209eb548aa33e5e3376785ae8bd262b8,131;164;278;354;397;371;223;297;198;302
tile:xla:21360a2946aaf30ad0bec612bf397425,32;25;66;75;18;48;28;67;33;27
tile:xla:2141d6ff34b7cd9537ec49e666a60d46,138;369;593;123;1226;1284;1065;1745;1707;1717
tile:xla:215d0ceb8cd572eda0939f909256fef9,559;444;1056;716;955;234;267;327;366;734
tile:xla:21b3cd54f9e6cb509ec54a559e06a049,189;526;645;695;927;963;1158;1176;1204;1221
tile:xla:21c9cd174bcc6b619c3ba81c06d40df1,205;181;134;127;199;28;101;16;164;211
tile:xla:21f4411bf1b9265bc851b7a0a59eed58,333;226;102;459;447;217;353;198;309;266
tile:xla:220b9496b2b359951702aa1a061b9c1c,78;155;240;266;295;375;914;1048;1056;1058
tile:xla:2267075245e1e4484232542c85c1509f,679;623;987;562;577;1229;28;94;223;283
tile:xla:2277cf38e3d9f3a39a6f3f1b64a66a66,142;901;268;658;950;173;708;423;224;725
tile:xla:22a10fd1d8658e4948b2cd139ab7cceb,2198;4921;6882;6371;8477;8760;2973;9346;8212;7550
tile:xla:22cfd3bbcc292b0b285731af630f74b7,427;227;40;443;55;437;188;473;290;472
tile:xla:22f14ee781021d94bd748415f5101db0,131;147;99;105;144;140;90;35;20;76
tile:xla:23079d46528043e1427cc315a76f20e2,708;4471;2125;1007;3687;4429;1752;2170;567;1364
tile:xla:2332bcb3cc58e090c42c110d0ac74f91,1110;1469;2709;1258;2269;421;1820;2113;2503;3031
tile:xla:23ae65ba7fa1aded3115510359cffe05,387;66;211;88;454;364;74;162;468;67
tile:xla:23b0858fd6f1d189ddf05507a2760d41,233;4047;2427;2641;2567;2763;1549;1827;32;1816
tile:xla:23fae06fe752ab205e86e93eb001b410,77;131;124;12;11;153;22;115;90;118
tile:xla:24108bb65cb4809b06d48fe3bff74834,592;283;681;45;472;1171;209;511;466;646
tile:xla:243e74e5a4e7fd7da9384c4636ed925e,1970;2513;2145;301;675;3300;2424;1936;2923;2045
tile:xla:245b60fd8dd9bff1dc33eaa9cb7014b9,68;97;101;179;45;62;70;134;109;143
tile:xla:2508761d8c05f18e28fe00f9a84f6430,95;104;10;16;18;20;26;51;72;101
tile:xla:2537b2a53878890151a5fa7799d3f68a,118;294;133;243;83;352;394;1;383;206
tile:xla:255e0fbf6dbb62d1a164f20a92fcdb6b,1;0;3;2;0;0;0;0;0;0
tile:xla:25e50768df16d7c711a7bd7769b3f72e,67;200;268;353;388;407;411;650;687;139
tile:xla:26c8bd665ec4ac25f8ece754e2992109,21;27;35;50;55;58;66;79;85;87
tile:xla:26f4205167717014b98b1f535649b412,2594;2022;682;487;762;1865;541;2083;1080;1288
tile:xla:273cdd7363d77839712948b6ae8d19d2,432;1401;937;899;769;348;1222;1437;1273;349
tile:xla:27e1a9c6fda09e05b9a9b121c4546276,275;240;1315;821;337;1336;329;771;660;201
tile:xla:2831da08124756eeeb7a5c0f5f755fea,739;548;139;424;27;75;150;157;163;178
tile:xla:2832df399c259d98f4946e83c56f94c8,122;17;40;25;21;87;127;67;38;34
tile:xla:287224a3ce2d583db79e6e956c8fcb77,232;341;176;163;68;477;201;164;361;28
tile:xla:28a5375741493e3ee264bba835c5a099,2704;1071;3019;1678;921;1895;827;3146;73;1418
tile:xla:28d9c8dc3c2980a1297ca08bac7e7278,188;98;144;118;95;140;123;0;93;186
tile:xla:2922e4cf939d053b4d1c2fa459628e83,8588;6679;7718;1912;7889;7452;5084;5844;6284;8064
tile:xla:2929ae3ce1a85b76c4188a50f10a6dca,1125;1149;433;924;484;271;165;230;916;1069
tile:xla:299089b6aea7cc09b4936caec68c885c,1819;5585;1931;1880;2775;5896;6101;5978;3097;286
tile:xla:29e065cb06be8f1523cd6301fbb6dc32,241;224;150;266;239;12;23;307;198;6
tile:xla:2ab7cca8ffaa3ecd27e7a8d644d6f416,99;22;3;36;69;61;23;113;75;104
tile:xla:2b5e539272adc4c910c8f285b6bc6896,10;212;103;190;204;87;152;13;33;78
tile:xla:2b948525e1cdc87575c24f81882a72b0,53;293;563;929;933;877;903;227;652;272
tile:xla:2b9da949ecbbf9431ac72a16c9b003e8,298;651;684;932;663;286;328;22;315;322
tile:xla:2bc89e7959bb44833b5f0d50753c99f7,369;232;39;226;282;289;322;126;343;230
tile:xla:2bc8bbd63d63560807f354df9436e567,931;77;155;281;315;741;960;1127;753;361
tile:xla:2be265628b95cad802e8aed4e44cd6dd,43;58;29;18;55;6;27;17;59;15
tile:xla:2bfdd5dc49dc4c742a841135d737f818,19;76;72;24;32;17;78;64;71;33
tile:xla:2c7065047d5eaa8630b03ada2f3d2385,60;324;612;639;672;752;898;1125;1352;1365
tile:xla:2ca047faf024cd52890090b35061c630,533;293;553;522;634;486;652;885;387;595
tile:xla:2d09e3ab92e184c561abaf8d9efe7b87,253;48;25;75;28;260;46;17;248;23
tile:xla:2d260c22c3ff1d067341be8172c6c3c6,830;112;305;587;220;452;161;196;232;317
tile:xla:2d6cb01126240319a3d4a5e0a5c1e058,109;117;15;102;100;3;164;156;127;5
tile:xla:2d8bb967a9788d9974f99f4ad76d31f4,619;1124;378;301;441;565;1026;293;5;49
tile:xla:2e3825b097f2ad56f55ff538b12f31f2,2802;9;7835;5006;1096;8725;1675;8620;4852;2547
tile:xla:2ebe56a1ddb8772e3ca3d5fcd53c5e2f,763;4325;2811;6452;174;69;5396;676;2207;6981
tile:xla:2ed25b05a071f287f9f1a04e2324e1b9,187;3;72;140;447;512;596;611;653;657
tile:xla:2f79219d7054b4d8a7f071cf36ac4d7c,1;2;8;10;12;14;15;16;17;21
tile:xla:2fe1177b4fdf6407758dd635fa90345e,4837;7735;3091;1074;5315;1157;4410;8096;7340;2875
tile:xla:3001fa1de02dc4c132ec994af6178408,15;104;159;193;216;319;359;464;469;575
tile:xla:3054e2e8c42344027b5027b5dd6ee4cc,41;10;32;45;59;92;100;115;116;119
tile:xla:30cbe83eeb542134d64e1b0ac1e566d8,1;203;108;503;120;152;367;128;199;394
tile:xla:30d3f9906adbec55c446b6df344e4684,2;0;5;1;4;3;0;0;0;0
tile:xla:31509abc20054f2608a099f62f126e3b,46;32;42;5;35;41;14;15;30;17
tile:xla:3183f2c7b43ab61b05d1f6f0beb68438,59;505;76;165;179;238;249;252;448;567
tile:xla:31b4052a89507138fc06d82688461e00,75;149;134;90;6;116;151;176;182;223
tile:xla:31cec14c5c237f400d4dc4846446eeaf,1969;2409;1649;2423;2542;1635;724;2607;2066;2671
tile:xla:32ee2f0afdc0a20b1952512cf9a9e37e,716;930;309;1213;1190;491;360;251;1200;605
tile:xla:3390c748f3374c80153ad47b983faea2,16;36;45;54;59;63;76;85;99;131
tile:xla:339fe05532b959b6b33856aede53e3ab,1718;4280;1381;3390;2473;4211;2976;1088;1330;5154
tile:xla:33eda9cb7d5c9cb6ed81fb2fc84f382f,4273;2705;1157;523;4907;3815;1713;2450;4692;3318
tile:xla:34105d7d4e01122157c0eec8e6851b22,369;969;987;1122;1153;1185;1428;1576;2120;2833
tile:xla:34a21cf24fd3872e9b5d382a3b19c99e,13;61;19;43;36;49;15;70;76;28
tile:xla:34a2312250b792c67d220000e948c2c7,552;508;55;185;201;211;249;307;310;414
tile:xla:3505c76a2f1cad781f2a1597e3ea6e25,3708;1161;5469;1931;3486;7790;8247;3523;732;7174
tile:xla:3523b75f05aaecb8e8b7bdafea07103a,0;1;0;0;0;0;0;0;0;0
tile:xla:35be22544522b94def2a2ce1d17cab98,26;78;16;7;53;70;39;54;2;10
tile:xla:3610d7e16d0928ea031df76fc178ce2d,0;1;2;3;4;5;6;7;8;9
tile:xla:3638f6c2031d4f3a3ee0a8699d911998,203;134;8;576;195;196;385;302;457;290
tile:xla:369be89f87214cc9963f0940593d336d,818;247;860;764;661;721;395;276;31;938
tile:xla:37003c6a5d82817cd9eeabe654f4184b,4;7;3;10;8;14;15;17;6;0
tile:xla:370873e0e7529704147e3552dd97d7aa,4;878;683;533;681;762;138;760;773;923
tile:xla:37365d504334335d27589029e5dba2ea,7320;2386;2201;1639;9153;9980;4734;8233;1048;3641
tile:xla:37702040de6a1ba79e30e327fda32ff0,856;3775;2580;5507;9853;6263;6704;9751;7717;95
tile:xla:37823950c3cc2fa78a1d415dcde302f7,198;5;17;30;33;45;134;180;185;199
tile:xla:379cc1bdac69ab3483cdc891938f65ec,6;9;1;5;7;8;4;10;3;2
tile:xla:37a9a3cd5049632b6c38dd8e3f296a70,283;436;299;392;106;67;267;387;475;155
tile:xla:37b382fb5e57a2f41a4674fe8ba5941f,24;198;146;263;486;335;59;447;182;237
tile:xla:37b7d74cb126b977f23e3f9453c76ad0,3775;243;1153;9900;6990;6409;8762;234;2026;7529
tile:xla:385de53086be47f29260a91fc1dd5a26,3792;2263;70;3660;3208;52;3969;3654;747;1196
tile:xla:38e3f75abe1afdb180d31b35af3aa9a8,44;3;47;17;93;64;28;13;96;9
tile:xla:38e8d58bf3373385748726cc77524d11,0;19;3;13;4;23;29;11;22;18
tile:xla:390fc89ad36bc81be52da85d29d2f84d,119;7;14;61;95;12;100;56;102;135
tile:xla:3a925546ff94d8052242692d4412c807,1401;2939;2199;3594;972;2094;2078;1418;2134;3134
tile:xla:3ace3f1ec8c0887d9f732e56d8e20d39,52;15;70;56;25;19;53;62;74;78
tile:xla:3ad7a21fdfc9fce79d2b9c3f83397989,76;1259;1218;1269;722;268;947;993;943;283
tile:xla:3adf87c46a1ebabd78d94fd6210b0bc0,84;337;456;191;372;380;167;341;223;201
tile:xla:3ba313ae4e95243c9a2a7a5fb5a4f096,330;200;914;523;230;589;220;672;887;533
tile:xla:3bbd8b9ede8311e8e3b434ea4fc7048f,317;1244;119;68;66;222;285;380;631;1016
tile:xla:3bf9e6f70261f41a6df5eaa3939608d2,205;285;242;7;108;18;146;193;99;229
tile:xla:3c2b65a74ad712740c167a90c512d133,91;49;70;17;75;98;44;83;58;46
tile:xla:3c85c4e165540138fbbb362de6ce40d1,79;29;15;132;122;101;137;20;19;110
tile:xla:3c885673e325cec6d51a33c558b5047e,8;98;65;97;62;39;64;2;50;37
tile:xla:3cebc9308d0e1085777e5aaf2cf5ca88,24;0;4;5;8;9;10;12;14;20
tile:xla:3cf4f8126788a988bb9447bdfffbdfa3,2993;228;667;700;876;1698;1981;2699;3070;3152
tile:xla:3d44ff028a1d503dfd9b4fa85b101cf8,943;64;213;402;372;838;230;109;320;892
tile:xla:3d8a7cb3c1fec9dd8174e57bcdeb9fda,300;685;883;406;437;595;587;93;656;778
tile:xla:3e35461fd558ca6eb8822ee9d9dda24b,4;6;1;0;3;2;7;5;0;0
tile:xla:3e4fb155386cc9cca05a08972634dff3,110;1;106;0;46;84;100;14;107;10
tile:xla:3e6331b6420164c84b606b3dee4c3123,658;780;886;336;136;738;58;269;423;392
tile:xla:3f23db7272243cb90ae5da2e5b52a999,3;28;14;17;23;10;27;40;34;2
tile:xla:3f399b5c73d14f1655d2a6e0423f5c05,4720;1494;3673;604;1663;2809;281;502;1309;2256
tile:xla:3f5877aa3729668ff8138c1762f5f07a,0;1;2;3;4;5;6;7;8;9
tile:xla:3f8bf25118c9ceab69e74e0f2f0dec72,420;202;314;386;247;321;286;173;88;249
tile:xla:3f8fb71e1de25d5d709c1a540a2505bc,122;151;148;274;344;366;399;430;484;582
tile:xla:3faf3dcc898db6dcb16a491dd354e87f,2036;608;1886;2503;735;1997;3066;1884;1042;138
tile:xla:3fd09bd896675dea1c4ef445dd6c032a,5155;1406;9797;149;243;642;1661;2056;2649;3032
tile:xla:3fe6a5ce0abbfa76178a482990816c25,881;941;27;37;211;424;651;1264;1963;1975
tile:xla:402afcc7b0e8c3377fa21ec61b5d3514,13;39;50;109;41;19;96;9;33;91
tile:xla:403b920fef3cc6021cffe9960fdafce1,35;72;97;138;225;273;487;502;529;698
tile:xla:4046fb97b72bea6304469200b6cca977,28;154;69;265;248;61;100;47;123;101
tile:xla:40c6586114c95bf25d4aed4fe33fc291,8441;7788;6027;2503;1728;5537;5948;1171;2375;3000
tile:xla:410664beae0112bfbba658fa130d4f17,1;40;96;23;37;67;119;122;53;110
tile:xla:417d30b0f01e1b0e3b9c3300fd3dd7d0,235;264;275;305;467;487;506;253;337;257
tile:xla:4184b887f2a686c9a91887945c51acfb,101;97;35;4;106;104;36;14;25;57
tile:xla:41adfd6f3552a132299ad355e89c18ad,33;27;36;103;77;74;120;86;68;137
tile:xla:41cdd9ef056d0cb31bd4edafc9616de3,374;871;1351;2057;2545;1015;569;3548;833;1230
tile:xla:41e0ad0236cee53ef6d0e237d185c643,2003;1352;1161;326;529;597;1435;1896;1755;116
tile:xla:41eb55c0421f885199800092c533eac4,196;36;588;697;335;130;145;150;183;267
tile:xla:420730b7437fde812543d5e2c8ebef70,41;19;35;23;34;11;15;16;24;32
tile:xla:430a05305209f9f8800c38f3169c15c4,662;1378;702;508;204;881;536;43;375;388
tile:xla:43f3ceea305a29037c3c3d0afe605dc3,140;1;10;99;106;12;16;38;42;43
tile:xla:443fff7e8e9e731ba17bcff0fc57d04b,8;14;6;20;11;19;4;18;10;9
tile:xla:444c7fe5f48574e5ab1b16b16f1852de,47;13;26;25;53;4;37;16;32;21
tile:xla:44b328ddba14dc9c63794a8e111f0117,393;207;3;6;49;184;237;317;613;639
tile:xla:44e66cef0f7628c9ef61bfb4319a6861,10;59;7;0;42;60;45;26;15;18
tile:xla:45325c485e11c6cadc4df8236141af74,510;833;767;516;267;228;920;796;246;564
tile:xla:457bb743842c5b401babaeee78282418,3;0;1;2;0;0;0;0;0;0
tile:xla:45a9d8170b391eb6e711d1862215785d,220;29;468;17;333;272;571;297;231;597
tile:xla:4605a1d6581d313d5d6ab0a5ac5093a2,56;949;1792;833;868;1036;1388;1851;634;1756
tile:xla:463612ff30619335fe0af213c53b262d,33;43;60;12;58;48;57;0;16;63
tile:xla:46768e3945d6234b7a7ec55fad96a5b3,27;89;84;12;7;160;9;25;79;82
tile:xla:47037df67e24913fc54f25f01a8e2df6,3509;6076;7673;1546;2947;2633;9004;1856;7584;7824
tile:xla:47709b8a5ad520489eaa5a8e3c900ea0,3;2;0;1;0;0;0;0;0;0
tile:xla:477d751f4b3b5aa1c0b3d18a57b10347,1254;907;455;557;656;1132;1016;1162;1246;153
tile:xla:478b65b493a916d0157c2a803aa92e31,1282;2608;1883;1846;1622;2106;271;689;648;3
tile:xla:4793b9fc31d53950997b1669067f8658,287;369;159;630;175;521;88;259;379;438
tile:xla:47f8c860047bbb7a3f7f1ce7c503c7b2,7;9;48;37;23;3;16;19;35;44
tile:xla:483c2db1d9cabed6420f5a16168a54ba,4146;2405;7318;5206;6339;3798;998;6101;885;2411
tile:xla:4862551bf0c916c347380b4b187a6d00,58;54;164;52;111;153;197;139;68;42
tile:xla:48729b1dbf5ba6831f9e3dc526a254ec,396;123;157;264;318;326;385;496;551;658
tile:xla:488bf17e123df3e4231b1d1ed95552f5,5798;485;3279;7833;2093;7098;4689;5902;5162;136
tile:xla:48ae3aa2b55fbc4fdc99e1825d5ee207,927;906;3075;1671;1059;2797;1606;2427;2907;2395
tile:xla:48e5c6e8c63cb16061fc6425790992a6,5470;428;5085;47;2247;3684;2502;1067;1123;1729
tile:xla:49892caa0f3ab3e3f0e2133111450e05,686;409;456;1;89;128;210;236;508;603
tile:xla:49c948f61e7a37b392b14235eeeb1d17,51;48;1;53;7;49;11;43;9;36
tile:xla:4a1d9f054c89c29b6ec14101ec66336c,107;12;2;16;27;31;49;55;66;115
tile:xla:4a38e5e683f2ded9a2a5d2f0e6a3f724,2009;292;7437;4735;3917;8437;7129;4141;996;8620
tile:xla:4a83877309d26f07bb672721dd2bd77c,165;230;878;944;1252;1269;1485;1550;1606;1699
tile:xla:4aa7bd94d7cc5c14c4c5caf6081a3f33,330;154;284;384;195;119;194;117;128;322
tile:xla:4bd05535dddd6a7ed2ca31dd93ba6c28,80;89;133;174;264;358;542;620;723;726
tile:xla:4be82c4b56564148a941257c30389406,186;71;30;3;11;81;83;85;93;127
tile:xla:4c900b8b85348c80fde7f52d2d6f8f64,726;236;692;549;296;185;384;212;214;488
tile:xla:4c96820970c77c4b5cd84c1faf3bc170,5;13;21;30;67;80;92;115;117;125
tile:xla:4ca356313864c2ffacb75be858c0d077,8757;9289;9361;8905;3755;4032;6828;7033;8488;7616
tile:xla:4cab633972ffc909f7f0a9cefc36acae,37;768;489;938;1151;40;863;849;822;925
