ID,TopConfigs
tile:xla:d537f7f6ba665b594a45737bdb5f2935,499;1745;328;357;467;910;1402;1434;1595;1600
tile:xla:3fd09bd896675dea1c4ef445dd6c032a,7912;3873;2893;714;9423;1897;3062;7693;2684;6581
tile:xla:4dd1716853ed46ee4e7d09ede1732de8,4041;2652;7352;9852;8987;8675;4171;3939;6593;7699
tile:xla:47f8c860047bbb7a3f7f1ce7c503c7b2,7;9;30;33;0;24;40;47;49;1
tile:xla:17a4adc3a7ab057b1b18c938da37f8a8,975;145;1013;560;102;146;466;472;494;731
tile:xla:155a7cf472204eb76b052c496536c0a8,190;155;61;433;19;304;12;75;253;303
tile:xla:2f79219d7054b4d8a7f071cf36ac4d7c,1;2;8;10;12;14;15;16;17;21
tile:xla:860eb5b703b4df458fb33124d396c8d8,86;62;274;319;93;235;316;247;14;338
tile:xla:8d9ba474b677ef84eee09878e3155226,58;16;24;29;30;36;45;56;12;14
tile:xla:f5ed9fd96eac718bc142da897691adc5,189;320;27;106;220;392;131;472;393;288
tile:xla:877c424ecbb40842625e8c1a2ca681f8,2;52;48;75;47;7;39;10;58;27
tile:xla:fd142eb08dabf7da11f10d20919afbc0,610;622;396;731;795;548;789;213;338;293
tile:xla:0e666fc96496dd3049f4a3ce9b3bf4dc,2579;2849;912;1400;1566;575;2134;1497;1928;672
tile:xla:23fae06fe752ab205e86e93eb001b410,77;124;131;22;153;12;11;115;90;118
tile:xla:fb1999ed1b88508a4070870724294641,459;647;1125;1034;1026;1100;264;1086;1105;170
tile:xla:f3bd68fc91cc5c0ed308a65bf34e0678,949;155;24;865;626;348;545;148;278;661
tile:xla:2bc8bbd63d63560807f354df9436e567,931;361;960;315;281;77;155;741;1127;76
tile:xla:34a21cf24fd3872e9b5d382a3b19c99e,13;61;19;43;49;15;70;28;36;58
tile:xla:44b328ddba14dc9c63794a8e111f0117,3;6;49;184;317;699;237;613;639;706
tile:xla:43f3ceea305a29037c3c3d0afe605dc3,1;140;10;99;106;69;42;60;73;83
tile:xla:ce4b0c7efded102c8c9ba54ebd21d36a,0;1;2;3;4;5;6;7;8;9
tile:xla:1a852010b8bf8e6d6cd7fd865a5df1a1,52;73;44;59;9;23;16;46;22;42
tile:xla:d100408031d0037a6e4c4332983a82e5,17;35;18;71;80;37;4;41;76;47
tile:xla:51f288be843f15e7d2f2e7b40182da9b,614;1235;1196;676;886;211;1184;248;950;963
tile:xla:1b89e86624bb8db043adc8e3418d85bc,427;293;118;392;7;106;407;282;519;448
tile:xla:07d922af667a7a4399fa80edd648ae7f,2190;2617;4150;4597;6206;6816;7437;8252;2673;2768
tile:xla:2277cf38e3d9f3a39a6f3f1b64a66a66,881;26;120;354;396;429;216;681;800;862
tile:xla:21b3cd54f9e6cb509ec54a559e06a049,1158;189;526;645;695;927;963;1176;1204;1221
tile:xla:573ea091267ae13f76a14d7bd0a4c2c2,163;53;18;207;29;136;40;184;73;42
tile:xla:37003c6a5d82817cd9eeabe654f4184b,4;3;7;17;10;14;8;15;6;0
tile:xla:c56ccd6b3d06b2eac20c2c3c40922ac1,511;190;751;728;130;1457;1634;122;908;1036
tile:xla:e050eca4ac71d31970d687daa906972a,164;438;2414;2164;1086;368;206;1743;1071;2238
tile:xla:49892caa0f3ab3e3f0e2133111450e05,456;686;712;409;171;524;508;603;89;1
tile:xla:b9294496e0c00ae8fd31b349ed7de19e,615;150;666;304;833;810;949;702;68;844
tile:xla:0f8b6139f6d128f1fc0482a35050448d,8782;1749;8589;3866;2783;4270;1079;3576;4912;1714
tile:xla:23079d46528043e1427cc315a76f20e2,3231;198;4199;3554;4212;2314;2390;3087;567;2316
tile:xla:ccd24fe8669e435d9ec62b0e0c880e4d,64;46;115;6;36;77;19;40;68;117
tile:xla:2508761d8c05f18e28fe00f9a84f6430,95;104;44;49;48;10;16;18;20;51
tile:xla:119a97d54473021402f5f1d362d1a129,4;1;6;8;12;14;16;17;18;19
tile:xla:da30568fca09011c82b8e27afa0fab17,492;349;149;194;64;363;341;7;119;490
tile:xla:34105d7d4e01122157c0eec8e6851b22,1522;2033;2745;969;987;1122;1153;1185;1428;1576
tile:xla:7b20b824ff462d9e252f98549f2edec8,2;3;4;0;1;0;0;0;0;0
tile:xla:db5191a9c6293f03921ddcee4011727f,68;59;92;99;63;62;6;18;24;40
tile:xla:c82d6bc7a3ad0478831629eba3c72fda,8;4;13;3;15;6;5;1;17;10
tile:xla:567d18d07af7c35eadd3e79ddaa9de65,310;50;374;183;44;383;170;380;134;72
tile:xla:bc195557ccffd5150772444ba58eebdd,52;39;9;100;51;26;54;91;75;12
tile:xla:7f5a8268291cbac1c91ad412d8d92335,527;285;188;423;457;337;403;284;66;546
tile:xla:32ee2f0afdc0a20b1952512cf9a9e37e,1071;360;631;144;1138;1190;241;866;385;1211
tile:xla:65dc82b7231c5b4d0a651ddbfcb19613,97;187;110;4;360;33;121;210;225;310
tile:xla:3638f6c2031d4f3a3ee0a8699d911998,195;479;196;134;8;203;385;576;457;290
tile:xla:2bc89e7959bb44833b5f0d50753c99f7,226;369;232;39;116;282;289;322;343;10
tile:xla:417d30b0f01e1b0e3b9c3300fd3dd7d0,235;275;467;506;264;487;305;253;257;266
tile:xla:9eb3d4f48e2eefc2d39d0abaaff46c49,2;3;0;1;0;0;0;0;0;0
tile:xla:d2ee32465df7d5c0574d62707400e291,17;7;2;4;6;10;13;15;16;19
tile:xla:59309b036da76705d1fc14d5f3dc90c6,20;63;27;65;30;45;100;111;2;57
tile:xla:8bb3f60c934a9ab116fcc3b078b136b6,95;209;188;155;16;21;68;18;267;6
tile:xla:7881dbb80fbbd668709a881a859d84bc,1241;1600;1719;1879;2375;448;989;1111;1937;3
tile:xla:57612df6091fe11c498a48fc069186dc,57;240;81;195;162;187;236;13;39;9
tile:xla:f386a5d9e744e78717c551428c3c6d8e,3430;5490;7239;6727;1952;2810;6780;746;6638;1177
tile:xla:58a5385978d6d4e12f14b4329de36548,235;1412;636;1265;959;1010;1216;231;1195;349
tile:xla:da4ed05f76130320d8fbf648eb00a4a7,592;1019;2458;1990;2551;1739;677;53;737;232
tile:xla:3faf3dcc898db6dcb16a491dd354e87f,608;2036;1886;2503;1042;1884;138;571;735;3190
tile:xla:7a2fa6ef1adec39589646ff6e1f2c09c,226;514;284;369;931;82;796;539;225;68
tile:xla:410664beae0112bfbba658fa130d4f17,70;34;55;44;66;72;91;119;122;1
tile:xla:cb9637ff9dacbd50ffac1efb6f6dbf2e,0;5;58;197;292;312;183;15;204;34
tile:xla:f190e0477ae8b5885ba30e57f50dc317,365;551;226;321;572;269;512;309;563;127
tile:xla:bfb7199f117122f75fbb1c31d2dd5741,67;48;156;125;72;2;50;85;127;141
tile:xla:714add24f07c21c1f687a4d096917b4a,8;4;11;1;9;14;15;16;17;19
tile:xla:10b37e0464c9dc1c70ac26626e5beb70,363;427;189;891;687;717;873;192;447;229
tile:xla:65754efd3f004920a0ec779fe543ef4b,513;25;699;137;38;770;1145;981;76;766
tile:xla:dc5a8dd0bb014e55006998fe0f59ffa4,40;34;57;77;26;63;73;24;74;36
tile:xla:91074eefd687a46b687fd56c7d10c0c3,7;5;4;1;2;3;8;0;6;0
tile:xla:7a748d670363d92bacd4759eee9f8474,96;148;146;1;21;5;26;37;65;155
tile:xla:b21898236867eece409f10ad0f3f18b4,1109;738;3891;7982;5033;3074;1893;7879;4949;3061
tile:xla:6803f415ab1f7cb03f94f04756ba3828,174;112;27;121;144;19;65;81;92;139
tile:xla:273cdd7363d77839712948b6ae8d19d2,400;1277;932;142;348;496;571;1264;1253;1222
tile:xla:fde21118fd818323d81084becd905dce,189;86;99;5;124;193;258;160;18;21
tile:xla:97b65df736418c04a83a476e392c8140,75;6;120;17;29;67;134;156;157;52
tile:xla:c4ad8860490786bb585d04e4dc37778d,361;5;274;48;188;369;372;479;16;27
tile:xla:fb407e4bee655ea59579d0cdc6a895c8,63;58;45;56;68;3;10;15;16;52
tile:xla:cd5641b29354d90e106823b25db6dcef,625;126;455;230;26;62;108;168;282;454
tile:xla:955af1868ce979a2bd525d93cf14c6ba,544;445;620;88;516;563;733;87;184;222
tile:xla:a58c3daa252459bbd7ce93bc8d626612,43;14;36;54;32;55;22;20;65;4
tile:xla:0f9fde2acd8eea35157488571e1bc1ae,50;253;118;304;0;109;138;31;32;23
tile:xla:f79d9c33309586c090cff52528e2031b,5;4;2;0;1;3;0;0;0;0
tile:xla:e2aee5fea14fab7c69555fefc339f0ee,1;2;4;6;7;8;13;14;15;17
tile:xla:5d6f4f51dcf257f2f9093b9e16e999e1,472;170;818;193;925;329;205;206;263;777
tile:xla:7ad4e49c7175cae43697ffa30eaae412,294;254;467;192;299;438;43;92;40;90
tile:xla:60c042ec6c3beb60211c176dcae34141,245;1141;441;1222;868;379;405;511;1269;2
tile:xla:35be22544522b94def2a2ce1d17cab98,27;82;8;81;2;10;14;20;49;58
tile:xla:2831da08124756eeeb7a5c0f5f755fea,150;296;75;338;755;157;411;695;163;178
tile:xla:2d6cb01126240319a3d4a5e0a5c1e058,100;15;107;64;67;62;109;140;9;127
tile:xla:652aadb0614f2a8867c3aadcddd820e3,144;464;73;462;271;122;373;302;55;225
tile:xla:b6cff31be02038b09c26e792bb42f156,0;1;2;3;6;12;14;15;16;17
tile:xla:e17ee291af2a690e8d91733213873970,876;1356;1419;12;1166;822;52;681;927;849
tile:xla:53121d52cc29e554cbe1382200f3f914,325;344;347;204;202;321;0;12;332;35
tile:xla:906f61c6ad3258e3f658150c98eaec94,46;16;25;9;20;24;86;41;30;50
tile:xla:fa5a5cc362e9ef8ae3c799ac79fa4724,4462;1510;2307;2592;63;397;54;2947;391;2061
tile:xla:c04e5ac7da7903fb5719e11b07ddbddc,628;853;1993;1854;820;7;502;1877;1508;2630
tile:xla:c3aa9b342a39adf1575eb196f63f344a,4948;425;6157;8102;5202;646;8085;591;7565;232
tile:xla:576120dace5c538dba923e430f6933e1,16;160;212;318;357;29;171;175;349;254
tile:xla:e13cf33f418ca78bae11fb69888894b7,73;35;134;125;126;81;161;146;140;89
tile:xla:71dc638d63946151862fab0c521d6087,1;2;4;7;18;20;22;23;25;28
tile:xla:d53fab84029143a8030db66f8a611aaf,909;870;1034;507;253;268;779;1516;697;1135
tile:xla:ff9a30ba54b97a48b9f5370a9b1e8cb6,106;33;36;134;15;21;72;54;5;31
tile:xla:539e3e818bfdfe7bfe3823ad7bc1e5e0,28;38;27;113;122;76;89;18;131;98
tile:xla:159d90cce2f0df252cc0f6f21728e6b8,353;1586;725;2001;1748;222;1667;4730;1315;2394
tile:xla:171416b221d3a5043bb01cea0d75da5e,5;37;25;19;28;31;17;16;12;14
tile:xla:b986bc6f7ce4a519c6b0dbc722525308,325;374;331;79;67;59;129;100;106;110
tile:xla:2be265628b95cad802e8aed4e44cd6dd,43;6;33;58;29;18;55;27;17;3
tile:xla:21f4411bf1b9265bc851b7a0a59eed58,333;447;459;226;217;230;353;178;102;266
tile:xla:05a0405379b68cb5bb54680646eb97c6,657;1104;2389;1212;1304;496;2388;782;183;1157
tile:xla:22f14ee781021d94bd748415f5101db0,131;99;147;105;140;143;123;28;83;76
tile:xla:2ebe56a1ddb8772e3ca3d5fcd53c5e2f,4795;5626;2464;1763;2076;4070;538;6108;862;5820
tile:xla:6b3be2600927a0e1659c70478ac30265,88;47;16;20;24;25;109;151;169;59
tile:xla:1ed546f63d1d57d9d8ded12d52413b2d,9510;7894;7929;6712;3833;4533;2669;353;1204;2183
tile:xla:645688bc03db7769df973368bce110f8,0;1;2;3;4;5;6;7;8;9
tile:xla:3bf9e6f70261f41a6df5eaa3939608d2,242;193;99;285;412;949;777;61;669;146
tile:xla:f8df57754d21a17ab0a17657ad2d34ae,47;109;220;241;39;262;324;361;363;102
tile:xla:d35abe5d56de34855605109e27dac0b0,299;167;636;163;558;192;562;128;125;439
tile:xla:2bfdd5dc49dc4c742a841135d737f818,64;19;53;72;12;76;17;86;24;21
tile:xla:a856e8559a0f3f1e920c4841a36aab0c,81;53;27;5;38;83;45;12;30;85
tile:xla:4fd0d8b264c6c65a4247cb0a0b93b1c2,819;99;765;668;541;66;357;625;369;297
tile:xla:28d9c8dc3c2980a1297ca08bac7e7278,144;95;118;188;93;123;140;186;98;30
tile:xla:6ee4b1e0585d266efb2dde1fac8cdfb4,113;471;459;543;571;681;116;308;520;736
tile:xla:c4456828c54d4a318fa5b94ea5b3b305,14;51;53;73;5;17;92;1;13;24
tile:xla:6edf8355964cd3b493cabe7e9caa5201,113;66;114;40;55;34;90;160;157;119
tile:xla:038af90a3a43967d62556ed734835c8a,9573;1548;8520;5843;5734;8315;7612;4653;1121;6002
tile:xla:3f5877aa3729668ff8138c1762f5f07a,0;1;2;3;4;5;6;7;8;9
tile:xla:61a447595f405949b1ee02b98727158f,1148;1243;507;967;104;865;266;3;597;586
tile:xla:008191e0c67a6e7a62cde1a3e1d66795,610;701;176;195;221;792;1077;1171;292;1099
tile:xla:e26a3f14db8654f8cc88ed40fa9ae9f0,2050;7297;6710;7914;8634;8603;6532;6089;6171;6920
tile:xla:148fe6237924d9a64faf8289115d6050,61;136;74;123;2;49;133;115;43;126
tile:xla:68ca2cb8b22ea275e28bc9e3cb9820c8,349;17;45;89;118;304;359;374;396;398
tile:xla:ba5c3c76a227dd7a5e5e409455f104ff,1972;288;261;834;55;534;1147;542;2201;609
tile:xla:a6ebbfabb83ec9ccf64c632884545dc0,2380;3516;765;1353;3819;1895;2389;1566;3052;1892
tile:xla:24108bb65cb4809b06d48fe3bff74834,466;1171;592;511;11;283;646;394;472;45
tile:xla:0711c0f29bac9c9b912fe57d4a31be88,43;26;18;45;39;28;19;33;38;35
tile:xla:e6b01e72a731dc85c54460fa4ac2e275,1341;119;1333;1394;983;535;103;160;314;1525
tile:xla:370873e0e7529704147e3552dd97d7aa,681;108;878;754;179;279;773;533;377;8
tile:xla:5e3817a82790a84b6956dbb853e8b3c8,68;148;22;79;6;72;76;66;92;73
tile:xla:e8c9ecaa6a2fa7146102ac35eb1e39ce,53;26;25;29;49;32;30;16;48;24
tile:xla:fe1bc3c46ff722bde686c64a9da82afd,53;784;2151;2457;1005;31;3707;4049;1167;1680
tile:xla:72e8d1d84ad96f46d74c802a75496f92,761;387;126;1604;52;1229;578;643;1325;604
tile:xla:56b8dcf9b28ddd88f5fb359186c4f215,1294;182;1139;655;231;560;613;764;395;880
tile:xla:98059b6e824f9022bed9dac12ecd0a08,9;98;188;27;32;97;215;102;131;132
tile:xla:b802a117bd5df5a7825e5c6775c48846,970;562;308;370;402;414;605;749;241;1236
tile:xla:cfb953e49f6a3b8f0e407b6a5583e0db,858;38;344;387;398;902;163;394;721;939
tile:xla:99ed6eb16a64c1d145c339968e47d0bb,364;285;68;424;172;141;180;213;444;63
tile:xla:efff7ba8f177c2d82fb3829b3733af04,2623;1663;738;5167;1269;1342;4889;1144;2916;4805
tile:xla:4be82c4b56564148a941257c30389406,186;71;3;83;127;158;11;81;85;93
tile:xla:120d4e4b6ec49cb6ab32f527704e4610,8830;5844;8302;321;496;5759;879;8047;8448;6490
tile:xla:a74b3f7309f2f480711d94204d5cf9be,715;21;1571;1706;2260;2430;2586;2779;96;1773
tile:xla:243e74e5a4e7fd7da9384c4636ed925e,2145;1111;1936;1134;301;2923;1060;2424;1212;3300
tile:xla:5856748c8f1c66efdb6a6c45f98e1859,232;766;770;89;680;412;323;479;274;713
tile:xla:a070f890943003949c3d8797aa65a2ee,240;171;158;114;156;212;413;316;133;68
tile:xla:220b9496b2b359951702aa1a061b9c1c,765;78;240;266;295;375;914;1058;1048;1056
tile:xla:95b2e58419b293908165333a66e34fdd,5;0;3;2;1;4;0;0;0;0
tile:xla:ad5cc33e98e8da70c6a1f4bdb21a9106,519;602;450;672;10;87;330;430;546;598
tile:xla:6fc911aa09880b7cc2d04dc6c4f22dd0,39;100;171;451;559;871;1023;1073;619;1106
tile:xla:996ef17ef372d90df0d8ae78a8f77410,5;7;0;3;6;4;1;2;0;0
tile:xla:b56b06085f6052f818d704d1eaa1684b,17;18;46;99;106;107;117;11;38;63
tile:xla:522293fbd9014c112eea803bd8c01da3,78;274;328;351;535;690;900;26;902;368
tile:xla:2832df399c259d98f4946e83c56f94c8,122;17;40;25;38;21;87;127;67;34
tile:xla:1b852ae6416fca717ef720c3bca35296,471;1088;83;241;369;447;935;974;1005;1372
tile:xla:cb581f3c58aaed7a0202b93452649da7,50;54;34;31;27;66;36;5;18;1
tile:xla:1dbf453483e2d832bc935cc6a048d1cf,346;539;1080;992;74;897;697;946;453;807
tile:xla:89aff1321716e87d345630dd6a311e44,2601;3018;719;1228;2341;1412;639;215;2179;720
tile:xla:bc9114e341a14fd8ac6518d0075a7258,220;1076;558;954;1029;632;240;193;899;572
tile:xla:3183f2c7b43ab61b05d1f6f0beb68438,179;249;252;76;448;165;567;630;680;238
tile:xla:e0a7a62a1ed97c49ec2279b17b44b382,975;385;825;171;233;285;1053;1023;1205;204
tile:xla:403b920fef3cc6021cffe9960fdafce1,581;251;585;340;242;662;421;439;606;237
tile:xla:4ca356313864c2ffacb75be858c0d077,8757;9361;9289;8905;3755;4032;7033;6828;7246;5515
tile:xla:eef6e42d97e96e5bb44f88f7a1e69e7f,89;91;79;83;9;78;16;18;108;63
tile:xla:1e92109f07a62f0c454ec4b2947fa57b,486;219;230;451;387;455;355;248;202;339
tile:xla:99bc31d868c8b3382840042d7b1c5f8c,906;246;433;775;903;285;721;1105;1378;1072
tile:xla:3bbd8b9ede8311e8e3b434ea4fc7048f,317;68;119;562;1244;285;380;1163;1364;66
tile:xla:b023afa24f99d7b0f98bec000d507d01,57;119;47;64;173;82;26;93;42;111
tile:xla:299089b6aea7cc09b4936caec68c885c,973;624;2945;7342;1986;553;3790;2519;2168;5893
tile:xla:85d157d3b1848c6b6fff0c633876e2e6,4173;2950;3900;1066;5821;169;6428;7034;3643;1891
tile:xla:cf9cbefd4b92d81944f16d29b5c64f49,887;340;598;135;922;51;419;669;761;195
tile:xla:b276fe6d8f8810e920a9b039698ce748,3;4;1;2;0;0;0;0;0;0
tile:xla:2537b2a53878890151a5fa7799d3f68a,16;320;482;346;302;100;206;245;394;1
tile:xla:4e34582339f65c5a3d2f80fa65059ff5,422;433;61;335;431;432;489;147;171;172
tile:xla:37a9a3cd5049632b6c38dd8e3f296a70,192;399;443;150;462;76;514;274;475;267
tile:xla:ae7763d5cea2fb9abb3f648f86389a6a,3188;2016;6976;6723;1208;8938;7448;8878;4080;7225
tile:xla:07d2051941691e3b36a0d58232d9c34f,143;34;27;24;48;95;77;149;108;118
tile:xla:c3f8390f45fc6825b1ac5a203638f765,36;23;43;3;48;20;31;12;24;34
tile:xla:d3b0dd7eff2e9807e3584deb1a20763b,303;622;539;429;268;502;545;130;637;211
tile:xla:f90c162932deaeb3350fbaedbef3ad9c,45;80;3;7;13;77;19;49;73;75
tile:xla:3d44ff028a1d503dfd9b4fa85b101cf8,526;369;939;139;216;257;901;94;86;282
tile:xla:72e9fc567e22796ad3c058d93c056dbc,1416;1541;680;1152;1362;1149;666;1475;1048;655
tile:xla:5b9f8ba192f9fb8ae999524fce376ec7,679;739;307;432;580;555;764;197;492;213
tile:xla:53cd09d56985c136df1aebfa2b7d150d,380;71;399;207;215;258;180;376;551;545
tile:xla:6fe0eaca0f87dc848b8d32cfd850fa24,1454;2358;769;958;651;1145;566;2462;2639;476
tile:xla:d61af94f6eb9700f222b47405afa372c,38;1613;552;2452;1585;1129;860;454;1097;439
tile:xla:a7f86c796a54a827bdb393b0149f4a87,56;199;246;73;353;69;223;88;259;57
tile:xla:68c5989e333c40d46ccbe8ab8e08ed2d,20;16;2;23;0;7;28;26;5;25
tile:xla:0f49adf7da68c0f9b69405d6d863816b,534;357;739;461;711;790;107;510;53;732
tile:xla:72ba9ab76269be7c8e49a5fbb11ef698,362;1149;194;1387;134;428;1363;1071;391;1240
tile:xla:a9ab1ac30e2be1ed9a69c3ff00e79a32,956;667;378;851;196;2;538;55;580;818
tile:xla:a89510ad2f084c85f0976a8801c9fa8e,184;156;182;405;397;319;208;210;394;77
tile:xla:0290924419976cd8cdcddd0b5288e9d7,393;898;964;391;55;24;611;998;982;1233
tile:xla:3505c76a2f1cad781f2a1597e3ea6e25,3523;1161;1931;8205;1131;7060;665;2582;1132;5912
tile:xla:aaafec35b0250e74b8400eb471d07161,22;10;185;171;144;2;95;142;39;12
tile:xla:04ae9238c653f8ae08f60f2c03615f0b,752;645;519;709;241;788;127;82;746;447
tile:xla:a80fee40068602fce8f0edf6f1c1e4db,26;110;14;3;57;129;99;117;27;74
tile:xla:7cd13f187af8bded9afd6cd64d8ff3c5,80;840;614;319;501;564;239;1023;709;668
tile:xla:bf70385fa2180ae3bdcb1bf7fb6d660e,0;6;5;1;2;4;8;7;3;0
tile:xla:93e2a0c7215723f0e009b40498d82b3a,302;659;728;498;634;392;448;258;96;737
tile:xla:049295205e7eba22599751ad598cfa41,115;128;1;19;7;33;5;81;93;110
tile:xla:bc525ead0923ddec0b3bedf0ff43f670,114;142;137;119;233;20;161;97;227;125
tile:xla:cb7db25dc0d28d7cb6e87bfcfb70ea4b,133;102;137;107;70;97;12;30;42;96
tile:xla:201491ec525e69265b5c35b8ea663b14,158;867;134;640;487;1209;296;320;66;899
