ID,TopConfigs
tile:xla:0d23832b4d6670db056226014176e4af,2154;3816;993;1214;2218;1519;4059;4505;4470;3985
tile:xla:0dda1d26ec2609bec11ef9661f529bfb,20;22;38;57;100;108;111;129;172;173
tile:xla:0de02b077422c57c3282f04bdcae1fdf,78;52;3;50;112;15;57;16;19;95
tile:xla:0e1d33b1970552b377d424b806132711,933;1923;3095;3300;1657;2366;3945;587;399;811
tile:xla:0e666fc96496dd3049f4a3ce9b3bf4dc,2625;2521;775;2325;966;982;1466;1020;217;2626
tile:xla:0e6e4837cc6125e58e2afcf7e9804584,234;120;725;510;131;327;334;506;796;813
tile:xla:0e7d77d9118d564df7ebd3bc61086e2b,301;836;566;570;148;289;665;2;143;512
tile:xla:0ec5369adfde7c2b8e52d97990becee8,1290;5287;2214;3986;4159;2095;5381;4669;4757;952
tile:xla:0ed6f75b75ba97c4a9dee913e3690f2a,177;8056;1794;2168;2694;1488;2910;4082;6829;6417
tile:xla:0f49adf7da68c0f9b69405d6d863816b,314;929;201;372;336;569;296;893;560;93
tile:xla:0f4f897211283a93ca279575ac231d5a,3334;357;2938;4653;1216;4626;3209;2928;4087;1186
tile:xla:0f8b6139f6d128f1fc0482a35050448d,8452;1432;4331;4557;160;4948;8541;5991;1302;5621
tile:xla:0f9fde2acd8eea35157488571e1bc1ae,147;50;253;252;118;0;31;32;109;138
tile:xla:0fd5945bea27dee5d3e4ea7ccf012e06,2906;4643;3702;3116;3420;231;121;1715;5241;1734
tile:xla:1000f473d6c618219fdfb6c4eeb9f03f,374;468;249;9;165;477;404;560;238;445
tile:xla:104b674432f698be9d1164c5abd6db75,976;70;219;302;457;599;628;687;776;899
tile:xla:106cefc4a7230c15586f1ed457232c6d,718;3999;4922;9667;5858;4878;2429;24;8116;5786
tile:xla:10a02953356f912fd0a6f4be23b9dd9e,205;165;591;604;391;425;122;36;318;308
tile:xla:10b37e0464c9dc1c70ac26626e5beb70,681;723;225;51;711;572;213;571;876;300
tile:xla:10e126d03e8451966ec3082875cdce02,46;223;196;23;114;142;86;169;113;76
tile:xla:11569b31e163289279988ae47bf50177,4;5;10;11;7;1;3;2;6;0
tile:xla:1179db33653909e17eddceb731a5d92a,114;416;47;135;413;201;71;4;12;341
tile:xla:119a97d54473021402f5f1d362d1a129,13;2;9;0;20;22;11;5;10;4
tile:xla:120d4e4b6ec49cb6ab32f527704e4610,6871;8132;397;3068;5301;8820;4623;1407;9905;999
tile:xla:1262c284f35d8c83f6e6aa2f19faf889,2502;829;336;3835;350;5041;5047;4454;5298;3156
tile:xla:12a232c7bb624792e902c3dfcd42b706,4;12;20;40;41;47;48;49;54;56
tile:xla:136b5499a5411037285d59e0b2b21ca1,184;541;51;158;239;199;443;343;493;658
tile:xla:13bf46020490a2a812528dabd5a47823,451;335;796;714;312;87;281;701;208;147
tile:xla:14847f95e52bfa2da0565e4f05eadd0e,8;4;29;18;10;21;1;11;14;19
tile:xla:148fe6237924d9a64faf8289115d6050,54;30;39;38;61;48;136;45;42;116
tile:xla:14faba54480440b977ab29f97770ad28,9;42;22;0;16;19;18;27;8;14
tile:xla:150b0b4d911eb9c0923c34f80af22be4,56;347;825;295;248;663;241;231;125;727
tile:xla:1544612e369833deae23e81cd90cc5bf,20;95;96;66;13;1;5;11;14;15
tile:xla:155a7cf472204eb76b052c496536c0a8,148;127;290;289;11;109;477;159;510;126
tile:xla:158d794a0870c5166bf7900622032d95,339;751;1284;1132;1388;1648;1467;812;1728;838
tile:xla:159061a0da97566cd04d0c51ee0efbbf,1751;1441;4012;5506;3949;1462;6896;5963;1055;4049
tile:xla:159d90cce2f0df252cc0f6f21728e6b8,725;353;2001;1586;1748;2394;1844;947;4730;3648
tile:xla:15b5fa7228c41027de7ff2b131827982,25;30;71;80;54;1;6;8;10;24
tile:xla:15f6904c770c8dc50d4359c664d95531,255;1101;43;871;247;67;79;937;696;808
tile:xla:162728365ee29c87c0c949d8d835736a,71;111;68;140;63;253;129;242;116;158
tile:xla:16b302030606136527dc215d11aa3ef0,204;333;223;184;59;128;353;51;221;196
tile:xla:16c4e5535f133899e026d1b219af8574,539;298;114;45;63;290;312;388;401;430
tile:xla:171416b221d3a5043bb01cea0d75da5e,28;25;17;37;5;31;29;19;18;16
tile:xla:17680ef6b07a04d302bfc3c71c4dc68d,101;132;105;130;141;79;100;135;24;21
tile:xla:17a4adc3a7ab057b1b18c938da37f8a8,63;674;538;847;740;343;116;1017;894;628
tile:xla:1801aa06ea4a78e54823fdb1a2d33a59,2;1;0;0;0;0;0;0;0;0
tile:xla:181083d8d0f89d13dd24cd26daaf7d0f,24;16;0;2;6;7;10;15;17;18
tile:xla:182d6b42dfdedbb2ba7d0f20e39e1827,420;3335;3102;1443;3167;3833;2736;3028;933;942
tile:xla:18799e8fd250d912738b05d04fe3512c,412;246;325;84;163;65;182;415;50;377
tile:xla:18df50b542340951a728e52690eade41,14;63;239;435;0;467;80;265;133;478
tile:xla:1957d4e65406d44b9d8c9cb9a4d05183,3;1;2;0;5;6;4;0;0;0
tile:xla:1a852010b8bf8e6d6cd7fd865a5df1a1,62;46;52;73;63;67;54;5;7;61
tile:xla:1af25bf59b2d76999372b9962efe5a65,4511;7175;5928;6960;902;3131;3154;6416;610;332
tile:xla:1b852ae6416fca717ef720c3bca35296,63;1299;73;706;996;1185;616;327;563;863
tile:xla:1b89e86624bb8db043adc8e3418d85bc,444;75;69;488;200;451;212;114;182;28
tile:xla:1bb6b54121813753b66aa895680b5ba0,75;557;191;642;560;446;528;214;410;208
tile:xla:1bfe6f8cf7ccca23509cac8c4f05dabf,2602;2223;895;1387;2490;2370;1920;28;121;222
tile:xla:1c63a1f85ddf97b1a930e59131d16268,361;232;5493;5792;1112;4209;3973;1897;1009;80
tile:xla:1c7513cc82b31f114c944a323d3cbf1a,717;442;488;1081;1230;695;1105;778;1311;926
tile:xla:1d0cab7aafc06d8b6df5defad492b4a3,417;121;502;588;676;56;3;251;358;243
tile:xla:1d49813c79679565b6dacf353eb674b0,866;414;100;276;105;726;871;672;526;890
tile:xla:1dbf453483e2d832bc935cc6a048d1cf,1044;659;464;974;95;684;439;193;442;1119
tile:xla:1dc086e3dbb9e7b666abdc7ef6908f0f,111;91;150;21;100;5;7;48;55;67
tile:xla:1e13513abb9d004724c907d93c838938,2127;1031;1661;429;5278;3224;2430;3565;4920;4770
tile:xla:1e92109f07a62f0c454ec4b2947fa57b,372;389;414;130;451;219;387;230;486;248
tile:xla:1eab795ad5e7be839141208606810e42,143;233;8;82;183;35;74;172;103;15
tile:xla:1ed546f63d1d57d9d8ded12d52413b2d,6977;8452;3593;7709;1652;6140;5472;2514;3466;6066
tile:xla:1f570416496f01801e0b6ff3be652f33,45;0;1;8;23;27;29;35;38;43
tile:xla:1f91d93655c0d754e398b7403cb878cc,6466;271;2133;3739;8444;2817;6841;1920;1606;3775
tile:xla:201491ec525e69265b5c35b8ea663b14,420;66;945;1371;134;117;1045;1298;1281;703
tile:xla:2016aa7a199dcd51c50c51eb5dcad732,1031;693;407;458;1016;188;233;562;756;202
tile:xla:20977d06119e3681836217845e87bdbc,387;123;9;65;76;85;112;189;215;260
tile:xla:209eb548aa33e5e3376785ae8bd262b8,194;386;165;64;321;27;124;227;274;376
tile:xla:21360a2946aaf30ad0bec612bf397425,30;4;0;38;69;45;6;49;22;31
tile:xla:2141d6ff34b7cd9537ec49e666a60d46,1017;1715;1284;123;1037;1466;1745;1677;723;1231
tile:xla:215d0ceb8cd572eda0939f909256fef9,583;1104;250;61;487;513;703;315;139;774
tile:xla:21b3cd54f9e6cb509ec54a559e06a049,1353;1583;667;1119;30;879;740;1256;222;1199
tile:xla:21c9cd174bcc6b619c3ba81c06d40df1,114;92;86;82;104;75;2;121;95;108
tile:xla:21f4411bf1b9265bc851b7a0a59eed58,333;102;226;198;37;59;110;114;218;276
tile:xla:220b9496b2b359951702aa1a061b9c1c,91;52;747;765;1142;960;49;1084;646;87
tile:xla:2267075245e1e4484232542c85c1509f,958;91;825;427;1329;430;839;975;354;284
tile:xla:2277cf38e3d9f3a39a6f3f1b64a66a66,559;263;348;62;301;303;542;801;5;461
tile:xla:22a10fd1d8658e4948b2cd139ab7cceb,2140;1419;2408;1061;3292;9747;3772;8996;9719;8736
tile:xla:22cfd3bbcc292b0b285731af630f74b7,366;122;168;3;461;300;444;331;154;509
tile:xla:22f14ee781021d94bd748415f5101db0,37;97;4;70;2;28;115;123;143;140
tile:xla:23079d46528043e1427cc315a76f20e2,3851;120;167;1932;950;4126;1920;853;1021;150
tile:xla:2332bcb3cc58e090c42c110d0ac74f91,2443;521;1820;200;1662;208;2598;2056;502;439
tile:xla:23ae65ba7fa1aded3115510359cffe05,162;368;191;275;80;369;428;88;284;290
tile:xla:23b0858fd6f1d189ddf05507a2760d41,1095;233;2427;4047;2567;1549;2641;2763;361;1827
tile:xla:23fae06fe752ab205e86e93eb001b410,119;27;166;171;21;177;167;4;17;42
tile:xla:24108bb65cb4809b06d48fe3bff74834,213;512;116;344;1068;226;311;894;704;470
tile:xla:243e74e5a4e7fd7da9384c4636ed925e,1148;1635;114;543;1496;2804;193;491;3051;1720
tile:xla:245b60fd8dd9bff1dc33eaa9cb7014b9,5;3;99;139;116;85;130;50;24;187
tile:xla:2508761d8c05f18e28fe00f9a84f6430,95;104;44;80;22;10;16;18;20;26
tile:xla:2537b2a53878890151a5fa7799d3f68a,118;100;14;12;240;284;493;0;64;72
tile:xla:255e0fbf6dbb62d1a164f20a92fcdb6b,1;0;3;2;0;0;0;0;0;0
tile:xla:25e50768df16d7c711a7bd7769b3f72e,383;658;374;579;90;483;64;444;99;461
tile:xla:26c8bd665ec4ac25f8ece754e2992109,21;27;35;50;55;58;66;79;85;87
tile:xla:26f4205167717014b98b1f535649b412,1863;2761;2046;522;1644;2472;1199;331;580;1004
tile:xla:273cdd7363d77839712948b6ae8d19d2,604;891;1294;777;1174;9;921;859;675;1437
tile:xla:27e1a9c6fda09e05b9a9b121c4546276,275;698;125;282;1158;1315;976;1360;475;268
tile:xla:2831da08124756eeeb7a5c0f5f755fea,263;617;669;762;60;339;609;15;503;362
tile:xla:2832df399c259d98f4946e83c56f94c8,122;17;40;65;86;21;67;87;127;0
tile:xla:287224a3ce2d583db79e6e956c8fcb77,29;204;189;462;380;150;141;152;225;342
tile:xla:28a5375741493e3ee264bba835c5a099,3042;2715;1016;743;1640;112;2739;3322;1274;505
tile:xla:28d9c8dc3c2980a1297ca08bac7e7278,31;96;36;88;158;21;144;98;93;188
tile:xla:2922e4cf939d053b4d1c2fa459628e83,8121;2105;3575;2648;1189;1881;4062;8879;6654;1109
tile:xla:2929ae3ce1a85b76c4188a50f10a6dca,366;1033;591;245;910;674;399;92;536;554
tile:xla:299089b6aea7cc09b4936caec68c885c,1986;5492;4855;2545;1561;5109;2595;3862;1951;3896
tile:xla:29e065cb06be8f1523cd6301fbb6dc32,276;323;106;90;248;283;80;98;214;7
tile:xla:2ab7cca8ffaa3ecd27e7a8d644d6f416,2;10;17;25;28;29;31;68;77;79
tile:xla:2b5e539272adc4c910c8f285b6bc6896,190;13;168;200;91;10;212;181;87;64
tile:xla:2b948525e1cdc87575c24f81882a72b0,620;76;444;727;157;556;924;389;661;744
tile:xla:2b9da949ecbbf9431ac72a16c9b003e8,35;503;1092;231;51;69;424;1078;488;359
tile:xla:2bc89e7959bb44833b5f0d50753c99f7,308;265;9;21;227;257;66;82;398;91
tile:xla:2bc8bbd63d63560807f354df9436e567,526;1079;710;1077;748;727;59;565;1054;1031
tile:xla:2be265628b95cad802e8aed4e44cd6dd,6;43;29;58;33;42;40;18;55;61
tile:xla:2bfdd5dc49dc4c742a841135d737f818,17;72;19;45;76;71;78;68;24;69
tile:xla:2c7065047d5eaa8630b03ada2f3d2385,520;1608;1549;1148;1525;252;459;101;1510;756
tile:xla:2ca047faf024cd52890090b35061c630,24;16;913;740;191;537;55;246;626;74
tile:xla:2d09e3ab92e184c561abaf8d9efe7b87,6;89;24;164;222;127;23;34;50;82
tile:xla:2d260c22c3ff1d067341be8172c6c3c6,452;830;220;399;207;620;389;1211;524;17
tile:xla:2d6cb01126240319a3d4a5e0a5c1e058,35;107;109;117;5;100;64;59;156;102
tile:xla:2d8bb967a9788d9974f99f4ad76d31f4,271;429;660;1;779;370;312;1217;237;157
tile:xla:2e3825b097f2ad56f55ff538b12f31f2,4336;748;5344;725;5095;3771;2110;5981;6144;6622
tile:xla:2ebe56a1ddb8772e3ca3d5fcd53c5e2f,5103;1717;5818;1170;2629;1710;4053;635;4130;579
tile:xla:2ed25b05a071f287f9f1a04e2324e1b9,905;585;924;861;798;895;500;846;741;257
tile:xla:2f79219d7054b4d8a7f071cf36ac4d7c,1;2;8;10;12;14;15;16;17;21
tile:xla:2fe1177b4fdf6407758dd635fa90345e,8104;3918;7524;2527;7735;6650;2875;7254;4837;6569
tile:xla:3001fa1de02dc4c132ec994af6178408,406;512;612;328;69;13;224;601;594;180
tile:xla:3054e2e8c42344027b5027b5dd6ee4cc,94;19;159;56;41;6;75;10;32;45
tile:xla:30cbe83eeb542134d64e1b0ac1e566d8,503;265;448;304;232;121;128;152;1;15
tile:xla:30d3f9906adbec55c446b6df344e4684,4;1;0;2;5;3;0;0;0;0
tile:xla:31509abc20054f2608a099f62f126e3b,41;35;50;46;32;5;14;42;15;17
tile:xla:3183f2c7b43ab61b05d1f6f0beb68438,368;243;421;518;694;678;380;646;161;478
tile:xla:31b4052a89507138fc06d82688461e00,75;4;149;134;90;212;160;126;7;20
tile:xla:31cec14c5c237f400d4dc4846446eeaf,2488;1310;1493;2238;230;2584;584;2409;211;2607
tile:xla:32ee2f0afdc0a20b1952512cf9a9e37e,334;241;1190;1224;196;198;254;322;662;717
tile:xla:3390c748f3374c80153ad47b983faea2,16;36;45;54;59;63;76;85;99;131
tile:xla:339fe05532b959b6b33856aede53e3ab,3605;245;61;2184;4619;3114;2080;190;212;3858
tile:xla:33eda9cb7d5c9cb6ed81fb2fc84f382f,1136;1230;788;765;4461;2993;4163;26;5452;2298
tile:xla:34105d7d4e01122157c0eec8e6851b22,1290;460;407;2799;816;739;2476;1967;110;1137
tile:xla:34a21cf24fd3872e9b5d382a3b19c99e,74;15;76;13;40;65;61;14;36;73
tile:xla:34a2312250b792c67d220000e948c2c7,147;288;502;469;2;62;290;353;508;620
tile:xla:3505c76a2f1cad781f2a1597e3ea6e25,8247;3708;732;5503;6550;7414;2959;4720;2961;1947
tile:xla:3523b75f05aaecb8e8b7bdafea07103a,0;1;0;0;0;0;0;0;0;0
tile:xla:35be22544522b94def2a2ce1d17cab98,27;82;44;8;50;2;10;14;20;31
tile:xla:3610d7e16d0928ea031df76fc178ce2d,0;1;2;3;4;5;6;7;8;9
tile:xla:3638f6c2031d4f3a3ee0a8699d911998,479;425;196;8;195;134;203;576;385;478
tile:xla:369be89f87214cc9963f0940593d336d,867;648;58;35;406;685;569;803;956;959
tile:xla:37003c6a5d82817cd9eeabe654f4184b,10;7;8;15;1;4;17;3;14;6
tile:xla:370873e0e7529704147e3552dd97d7aa,595;656;315;440;157;58;632;122;127;197
tile:xla:37365d504334335d27589029e5dba2ea,1292;2897;3268;7296;6252;1826;7553;819;9666;7995
tile:xla:37702040de6a1ba79e30e327fda32ff0,95;3093;1891;2580;5507;5773;6921;5033;5469;7380
tile:xla:37823950c3cc2fa78a1d415dcde302f7,58;152;63;32;218;145;140;21;232;136
tile:xla:379cc1bdac69ab3483cdc891938f65ec,9;6;5;7;1;4;8;10;3;2
tile:xla:37a9a3cd5049632b6c38dd8e3f296a70,399;443;462;514;192;141;150;277;76;349
tile:xla:37b382fb5e57a2f41a4674fe8ba5941f,486;389;338;297;287;215;447;335;24;364
tile:xla:37b7d74cb126b977f23e3f9453c76ad0,1394;2690;6276;2856;3878;1588;4533;7153;6924;5725
tile:xla:385de53086be47f29260a91fc1dd5a26,2809;2533;1482;129;98;742;2980;3890;1548;3681
tile:xla:38e3f75abe1afdb180d31b35af3aa9a8,56;81;0;1;14;19;21;24;58;59
tile:xla:38e8d58bf3373385748726cc77524d11,3;11;0;12;13;19;23;21;10;7
tile:xla:390fc89ad36bc81be52da85d29d2f84d,95;63;32;7;119;12;138;14;102;143
tile:xla:3a925546ff94d8052242692d4412c807,927;2498;1807;1642;3630;237;1616;2617;1149;354
tile:xla:3ace3f1ec8c0887d9f732e56d8e20d39,15;53;74;52;20;25;42;27;36;70
tile:xla:3ad7a21fdfc9fce79d2b9c3f83397989,1298;1221;211;1115;651;624;261;273;391;642
tile:xla:3adf87c46a1ebabd78d94fd6210b0bc0,80;375;212;343;211;298;484;127;94;150
tile:xla:3ba313ae4e95243c9a2a7a5fb5a4f096,423;262;710;276;131;348;637;780;216;1
tile:xla:3bbd8b9ede8311e8e3b434ea4fc7048f,865;14;1362;195;40;378;630;1070;862;502
tile:xla:3bf9e6f70261f41a6df5eaa3939608d2,620;701;786;572;714;633;366;41;94;538
tile:xla:3c2b65a74ad712740c167a90c512d133,44;75;91;69;58;49;0;87;29;74
tile:xla:3c85c4e165540138fbbb362de6ce40d1,137;98;101;20;29;15;122;95;79;42
tile:xla:3c885673e325cec6d51a33c558b5047e,65;62;8;50;52;15;20;21;30;33
tile:xla:3cebc9308d0e1085777e5aaf2cf5ca88,21;23;6;7;11;18;13;15;16;2
tile:xla:3cf4f8126788a988bb9447bdfffbdfa3,228;667;700;876;1698;1981;2699;3070;3152;3210
tile:xla:3d44ff028a1d503dfd9b4fa85b101cf8,893;919;638;820;264;760;325;279;247;269
tile:xla:3d8a7cb3c1fec9dd8174e57bcdeb9fda,835;612;913;776;377;751;50;438;822;610
tile:xla:3e35461fd558ca6eb8822ee9d9dda24b,6;7;4;2;3;0;1;5;0;0
tile:xla:3e4fb155386cc9cca05a08972634dff3,12;49;10;20;38;41;61;73;86;92
tile:xla:3e6331b6420164c84b606b3dee4c3123,0;21;110;177;364;521;593;680;776;795
tile:xla:3f23db7272243cb90ae5da2e5b52a999,28;43;10;17;23;6;14;3;27;20
tile:xla:3f399b5c73d14f1655d2a6e0423f5c05,2809;1494;4720;1963;2883;2297;3120;3804;4281;1679
tile:xla:3f5877aa3729668ff8138c1762f5f07a,0;1;2;3;4;5;6;7;8;9
tile:xla:3f8bf25118c9ceab69e74e0f2f0dec72,70;113;160;208;133;385;310;296;367;290
tile:xla:3f8fb71e1de25d5d709c1a540a2505bc,423;418;489;720;148;274;344;366;399;430
tile:xla:3faf3dcc898db6dcb16a491dd354e87f,499;1608;1262;3149;316;1482;1863;183;3077;1216
tile:xla:3fd09bd896675dea1c4ef445dd6c032a,5155;9797;1406;6033;1736;1476;149;243;642;1661
tile:xla:3fe6a5ce0abbfa76178a482990816c25,881;1009;2018;1290;635;1018;2324;351;1711;341
tile:xla:402afcc7b0e8c3377fa21ec61b5d3514,18;58;42;40;30;23;56;109;17;94
tile:xla:403b920fef3cc6021cffe9960fdafce1,635;238;83;176;391;419;120;473;283;204
tile:xla:4046fb97b72bea6304469200b6cca977,21;120;259;53;127;98;219;109;266;94
tile:xla:40c6586114c95bf25d4aed4fe33fc291,7725;8946;972;4450;2699;5568;7705;7207;2305;8886
tile:xla:410664beae0112bfbba658fa130d4f17,75;113;10;114;68;94;83;41;105;76
tile:xla:417d30b0f01e1b0e3b9c3300fd3dd7d0,473;165;366;372;21;26;115;124;27;235
tile:xla:4184b887f2a686c9a91887945c51acfb,12;18;21;27;28;55;73;75;80;84
tile:xla:41adfd6f3552a132299ad355e89c18ad,36;27;33;74;86;77;68;103;19;106
tile:xla:41cdd9ef056d0cb31bd4edafc9616de3,374;871;2545;1015;3578;2779;913;921;975;2905
tile:xla:41e0ad0236cee53ef6d0e237d185c643,1352;1161;529;1755;278;1353;371;1099;1883;2107
tile:xla:41eb55c0421f885199800092c533eac4,164;700;537;574;513;677;498;90;35;492
tile:xla:420730b7437fde812543d5e2c8ebef70,11;15;16;24;32;33;36;39;46;50
tile:xla:430a05305209f9f8800c38f3169c15c4,204;1378;809;881;662;377;1060;1274;1282;1057
tile:xla:43f3ceea305a29037c3c3d0afe605dc3,99;10;12;16;38;42;43;60;73;83
tile:xla:443fff7e8e9e731ba17bcff0fc57d04b,6;18;8;4;14;11;19;12;20;3
tile:xla:444c7fe5f48574e5ab1b16b16f1852de,25;13;37;47;26;5;43;39;4;16
tile:xla:44b328ddba14dc9c63794a8e111f0117,264;663;392;253;455;87;300;269;275;212
tile:xla:44e66cef0f7628c9ef61bfb4319a6861,18;30;2;17;43;59;10;34;25;54
tile:xla:45325c485e11c6cadc4df8236141af74,369;504;533;332;139;621;395;0;702;684
tile:xla:457bb743842c5b401babaeee78282418,1;3;0;2;0;0;0;0;0;0
tile:xla:45a9d8170b391eb6e711d1862215785d,585;243;177;588;183;448;64;32;602;179
tile:xla:4605a1d6581d313d5d6ab0a5ac5093a2,964;1319;289;1866;2173;1751;2010;295;997;739
tile:xla:463612ff30619335fe0af213c53b262d,43;58;48;12;60;16;57;28;54;35
tile:xla:46768e3945d6234b7a7ec55fad96a5b3,27;89;7;84;6;24;12;9;25;79
tile:xla:47037df67e24913fc54f25f01a8e2df6,755;6085;110;1158;1315;7770;716;5574;5587;8381
tile:xla:47709b8a5ad520489eaa5a8e3c900ea0,3;2;0;1;0;0;0;0;0;0
tile:xla:477d751f4b3b5aa1c0b3d18a57b10347,658;162;413;1078;85;1152;295;363;931;407
tile:xla:478b65b493a916d0157c2a803aa92e31,1218;1552;73;899;1084;2026;1370;1551;1216;1623
tile:xla:4793b9fc31d53950997b1669067f8658,187;10;320;731;226;274;65;326;308;449
tile:xla:47f8c860047bbb7a3f7f1ce7c503c7b2,9;0;1;8;17;24;26;30;33;40
tile:xla:483c2db1d9cabed6420f5a16168a54ba,2411;5667;4305;840;4816;898;563;3571;8704;2389
tile:xla:4862551bf0c916c347380b4b187a6d00,6;112;32;97;103;28;54;164;58;94
tile:xla:48729b1dbf5ba6831f9e3dc526a254ec,396;640;685;465;435;174;445;53;687;508
tile:xla:488bf17e123df3e4231b1d1ed95552f5,1606;3130;7515;5721;4603;3715;2241;4714;4324;7086
tile:xla:48ae3aa2b55fbc4fdc99e1825d5ee207,1799;1964;320;464;2465;1854;1732;1594;3164;2325
tile:xla:48e5c6e8c63cb16061fc6425790992a6,7611;6855;1876;4457;3477;4418;1352;5590;5519;4621
tile:xla:49892caa0f3ab3e3f0e2133111450e05,523;215;201;12;669;552;493;720;1;89
tile:xla:49c948f61e7a37b392b14235eeeb1d17,41;9;36;43;4;3;29;15;50;48
tile:xla:4a1d9f054c89c29b6ec14101ec66336c,107;12;105;52;86;2;16;27;31;49
tile:xla:4a38e5e683f2ded9a2a5d2f0e6a3f724,4294;4363;3041;7959;7566;7775;1799;505;5478;8332
tile:xla:4a83877309d26f07bb672721dd2bd77c,1400;1497;1732;263;419;788;93;165;230;878
tile:xla:4aa7bd94d7cc5c14c4c5caf6081a3f33,52;254;400;308;388;13;330;351;154;33
tile:xla:4bd05535dddd6a7ed2ca31dd93ba6c28,240;574;776;235;1;527;853;411;761;317
tile:xla:4be82c4b56564148a941257c30389406,94;186;97;65;38;16;71;103;3;11
tile:xla:4c900b8b85348c80fde7f52d2d6f8f64,246;971;321;419;416;204;464;173;302;353
tile:xla:4c96820970c77c4b5cd84c1faf3bc170,7;35;89;5;13;21;30;67;80;92
tile:xla:4ca356313864c2ffacb75be858c0d077,2866;7635;9514;4513;1600;6284;8036;5371;395;1804
tile:xla:4cab633972ffc909f7f0a9cefc36acae,1042;475;428;413;448;844;1045;202;62;342
