ID,TopConfigs
tile:xla:1c7513cc82b31f114c944a323d3cbf1a,1071;1331;1023;99;806;673;114;905;1274;251
tile:xla:1d0cab7aafc06d8b6df5defad492b4a3,502;121;417;588;243;3;676;251;56;358
tile:xla:1d49813c79679565b6dacf353eb674b0,793;65;703;146;316;821;398;4;170;283
tile:xla:1dbf453483e2d832bc935cc6a048d1cf,299;624;78;488;496;454;703;209;817;555
tile:xla:1dc086e3dbb9e7b666abdc7ef6908f0f,91;111;150;21;100;5;7;48;55;67
tile:xla:1e13513abb9d004724c907d93c838938,2727;2430;3565;248;3439;5020;3224;353;186;1284
tile:xla:1e92109f07a62f0c454ec4b2947fa57b,248;339;173;195;230;55;241;451;250;365
tile:xla:1eab795ad5e7be839141208606810e42,233;143;15;8;82;103;74;183;172;39
tile:xla:1ed546f63d1d57d9d8ded12d52413b2d,8350;1718;2891;8660;6742;5516;91;3990;497;9776
tile:xla:1f570416496f01801e0b6ff3be652f33,45;58;48;25;24;0;1;8;23;27
tile:xla:1f91d93655c0d754e398b7403cb878cc,338;6327;6164;5887;7054;8455;3843;8213;5822;937
tile:xla:201491ec525e69265b5c35b8ea663b14,487;320;500;729;1362;1157;455;840;645;1023
tile:xla:2016aa7a199dcd51c50c51eb5dcad732,231;736;149;337;648;44;121;508;73;538
tile:xla:20977d06119e3681836217845e87bdbc,373;9;65;76;85;112;189;215;260;262
tile:xla:209eb548aa33e5e3376785ae8bd262b8,131;164;278;354;397;371;223;297;243;198
tile:xla:21360a2946aaf30ad0bec612bf397425,12;73;78;64;55;3;47;70;46;62
tile:xla:2141d6ff34b7cd9537ec49e666a60d46,607;184;53;174;1691;464;1254;341;759;440
tile:xla:215d0ceb8cd572eda0939f909256fef9,994;809;1116;68;354;655;749;975;1024;896
tile:xla:21b3cd54f9e6cb509ec54a559e06a049,627;189;526;645;695;927;963;1158;1176;1204
tile:xla:21c9cd174bcc6b619c3ba81c06d40df1,181;205;101;104;164;28;103;83;134;127
tile:xla:21f4411bf1b9265bc851b7a0a59eed58,102;226;333;353;217;506;459;230;258;178
tile:xla:220b9496b2b359951702aa1a061b9c1c,765;1084;646;87;78;155;240;266;295;375
tile:xla:2267075245e1e4484232542c85c1509f,905;984;1307;417;987;609;679;958;430;723
tile:xla:2277cf38e3d9f3a39a6f3f1b64a66a66,174;933;479;602;747;856;486;508;802;871
tile:xla:22a10fd1d8658e4948b2cd139ab7cceb,9346;2266;39;2198;7876;6157;3170;2912;1045;4914
tile:xla:22cfd3bbcc292b0b285731af630f74b7,250;130;122;366;3;154;368;121;140;392
tile:xla:22f14ee781021d94bd748415f5101db0,29;148;24;27;72;85;94;117;129;133
tile:xla:23079d46528043e1427cc315a76f20e2,3231;2155;1943;198;3781;11;3554;986;2316;1273
tile:xla:2332bcb3cc58e090c42c110d0ac74f91,1820;2598;2113;2096;2624;2425;1110;1469;1527;2709
tile:xla:23ae65ba7fa1aded3115510359cffe05,162;368;191;275;80;369;428;88;454;284
tile:xla:23b0858fd6f1d189ddf05507a2760d41,1724;233;3735;2427;4047;2567;667;1990;2641;626
tile:xla:23fae06fe752ab205e86e93eb001b410,131;153;124;77;11;90;12;118;33;159
tile:xla:24108bb65cb4809b06d48fe3bff74834,472;1045;878;704;511;439;266;729;763;1068
tile:xla:243e74e5a4e7fd7da9384c4636ed925e,2145;1936;2396;2923;1186;1970;2424;1791;301;3300
tile:xla:245b60fd8dd9bff1dc33eaa9cb7014b9,179;68;97;101;62;45;5;70;99;3
tile:xla:2508761d8c05f18e28fe00f9a84f6430,95;104;80;44;10;16;18;20;26;51
tile:xla:2537b2a53878890151a5fa7799d3f68a,118;100;16;320;1;302;12;14;493;482
tile:xla:255e0fbf6dbb62d1a164f20a92fcdb6b,1;3;0;2;0;0;0;0;0;0
tile:xla:25e50768df16d7c711a7bd7769b3f72e,619;644;73;461;99;558;119;445;102;281
tile:xla:26c8bd665ec4ac25f8ece754e2992109,7;75;21;27;35;50;55;58;66;79
tile:xla:26f4205167717014b98b1f535649b412,2594;682;541;1742;1676;1865;2022;762;2438;2527
tile:xla:273cdd7363d77839712948b6ae8d19d2,523;836;1078;624;422;401;623;316;228;656
tile:xla:27e1a9c6fda09e05b9a9b121c4546276,275;1315;201;263;396;405;656;745;1010;1130
tile:xla:2831da08124756eeeb7a5c0f5f755fea,27;739;639;312;548;139;424;75;150;157
tile:xla:2832df399c259d98f4946e83c56f94c8,122;40;17;21;67;87;127;48;103;7
tile:xla:287224a3ce2d583db79e6e956c8fcb77,29;189;204;335;150;176;235;341;27;361
tile:xla:28a5375741493e3ee264bba835c5a099,1900;2138;921;2704;3146;2634;2323;3336;340;2446
tile:xla:28d9c8dc3c2980a1297ca08bac7e7278,95;123;144;118;104;116;102;81;186;140
tile:xla:2922e4cf939d053b4d1c2fa459628e83,6773;2454;8669;1478;8546;2819;8138;2240;8847;8432
tile:xla:2929ae3ce1a85b76c4188a50f10a6dca,471;1034;703;659;837;462;851;1078;109;751
tile:xla:299089b6aea7cc09b4936caec68c885c,161;66;3132;3604;5020;2776;5212;1450;3317;6514
tile:xla:29e065cb06be8f1523cd6301fbb6dc32,234;350;4;139;144;299;99;204;64;73
tile:xla:2ab7cca8ffaa3ecd27e7a8d644d6f416,88;92;11;2;10;17;25;28;29;31
tile:xla:2b5e539272adc4c910c8f285b6bc6896,190;13;168;10;212;103;200;91;87;181
tile:xla:2b948525e1cdc87575c24f81882a72b0,293;652;373;6;600;674;903;536;53;322
tile:xla:2b9da949ecbbf9431ac72a16c9b003e8,298;684;651;932;286;48;663;328;22;315
tile:xla:2bc89e7959bb44833b5f0d50753c99f7,308;424;91;340;369;260;446;39;116;265
tile:xla:2bc8bbd63d63560807f354df9436e567,931;727;753;1079;77;155;281;315;741;960
tile:xla:2be265628b95cad802e8aed4e44cd6dd,43;6;29;58;18;55;33;17;59;27
tile:xla:2bfdd5dc49dc4c742a841135d737f818,76;45;71;17;78;72;19;62;24;68
tile:xla:2c7065047d5eaa8630b03ada2f3d2385,36;618;570;384;109;852;224;780;454;984
tile:xla:2ca047faf024cd52890090b35061c630,668;657;536;913;293;74;24;634;533;522
tile:xla:2d09e3ab92e184c561abaf8d9efe7b87,147;24;89;222;127;210;170;6;53;209
tile:xla:2d260c22c3ff1d067341be8172c6c3c6,452;399;249;1072;207;620;587;539;220;703
tile:xla:2d6cb01126240319a3d4a5e0a5c1e058,100;107;64;67;9;121;140;88;15;129
tile:xla:2d8bb967a9788d9974f99f4ad76d31f4,112;654;872;49;301;441;565;248;1026;786
tile:xla:2e3825b097f2ad56f55ff538b12f31f2,748;5095;2110;661;7465;8512;4027;3301;8550;7922
tile:xla:2ebe56a1ddb8772e3ca3d5fcd53c5e2f,5079;3122;530;3413;5530;873;5461;6788;4535;7750
tile:xla:2ed25b05a071f287f9f1a04e2324e1b9,861;500;3;72;140;447;512;596;611;653
tile:xla:2f79219d7054b4d8a7f071cf36ac4d7c,1;2;8;10;12;14;15;16;17;21
tile:xla:2fe1177b4fdf6407758dd635fa90345e,2875;6569;7524;7735;4837;4752;60;5620;7340;664
tile:xla:3001fa1de02dc4c132ec994af6178408,468;642;504;15;104;159;193;216;319;359
tile:xla:3054e2e8c42344027b5027b5dd6ee4cc,94;19;159;56;41;6;75;10;32;45
tile:xla:30cbe83eeb542134d64e1b0ac1e566d8,503;304;232;128;152;121;1;265;448;199
tile:xla:30d3f9906adbec55c446b6df344e4684,0;2;1;5;4;3;0;0;0;0
tile:xla:31509abc20054f2608a099f62f126e3b,41;35;32;46;42;5;14;2;11;10
tile:xla:3183f2c7b43ab61b05d1f6f0beb68438,568;552;723;264;770;223;654;424;70;541
tile:xla:31b4052a89507138fc06d82688461e00,75;134;90;7;126;149;4;6;116;151
tile:xla:31cec14c5c237f400d4dc4846446eeaf,1194;384;2905;211;2607;2409;2584;3108;230;14
tile:xla:32ee2f0afdc0a20b1952512cf9a9e37e,1190;1071;360;241;334;1224;193;567;548;390
tile:xla:3390c748f3374c80153ad47b983faea2,136;87;16;36;45;54;59;63;76;85
tile:xla:339fe05532b959b6b33856aede53e3ab,3605;245;61;2184;3114;4619;2764;1972;850;2696
tile:xla:33eda9cb7d5c9cb6ed81fb2fc84f382f,3318;2450;4273;2897;1157;2705;3437;395;523;2127
tile:xla:34105d7d4e01122157c0eec8e6851b22,369;1310;1581;2887;2653;412;507;1056;1884;2411
tile:xla:34a21cf24fd3872e9b5d382a3b19c99e,13;61;15;19;43;36;76;49;74;70
tile:xla:34a2312250b792c67d220000e948c2c7,552;210;508;374;58;460;596;409;649;431
tile:xla:3505c76a2f1cad781f2a1597e3ea6e25,989;915;3580;1943;6189;4022;3708;7764;1161;1931
tile:xla:3523b75f05aaecb8e8b7bdafea07103a,0;1;0;0;0;0;0;0;0;0
tile:xla:35be22544522b94def2a2ce1d17cab98,27;82;8;2;10;14;20;31;35;49
tile:xla:3610d7e16d0928ea031df76fc178ce2d,0;1;2;3;4;5;6;7;8;9
tile:xla:3638f6c2031d4f3a3ee0a8699d911998,335;529;275;147;106;508;131;493;597;434
tile:xla:369be89f87214cc9963f0940593d336d,867;406;803;959;23;41;106;113;269;425
tile:xla:37003c6a5d82817cd9eeabe654f4184b,7;10;8;4;17;3;15;14;1;6
tile:xla:370873e0e7529704147e3552dd97d7aa,772;553;90;124;294;497;575;374;150;916
tile:xla:37365d504334335d27589029e5dba2ea,2386;3657;7320;7682;4734;4714;9761;6972;6498;8383
tile:xla:37702040de6a1ba79e30e327fda32ff0,4449;95;2580;5507;5773;6921;6263;8090;7471;3705
tile:xla:37823950c3cc2fa78a1d415dcde302f7,58;218;21;152;232;63;22;198;119;168
tile:xla:379cc1bdac69ab3483cdc891938f65ec,9;7;6;1;5;8;4;10;3;2
tile:xla:37a9a3cd5049632b6c38dd8e3f296a70,462;443;399;514;150;192;76;274;141;349
tile:xla:37b382fb5e57a2f41a4674fe8ba5941f,486;297;287;447;335;215;24;389;338;182
tile:xla:37b7d74cb126b977f23e3f9453c76ad0,4871;234;3775;8762;243;1153;6410;1037;420;2798
tile:xla:385de53086be47f29260a91fc1dd5a26,2809;2533;1482;129;98;742;2980;3890;1548;3681
tile:xla:38e3f75abe1afdb180d31b35af3aa9a8,56;81;0;1;14;19;21;24;58;59
tile:xla:38e8d58bf3373385748726cc77524d11,0;19;4;29;21;23;13;3;10;17
tile:xla:390fc89ad36bc81be52da85d29d2f84d,119;7;95;12;138;61;63;32;100;37
tile:xla:3a925546ff94d8052242692d4412c807,972;817;809;35;1136;1295;550;3129;2113;3452
tile:xla:3ace3f1ec8c0887d9f732e56d8e20d39,53;74;15;25;56;62;70;52;59;20
tile:xla:3ad7a21fdfc9fce79d2b9c3f83397989,1115;651;211;261;624;1298;393;635;327;273
tile:xla:3adf87c46a1ebabd78d94fd6210b0bc0,42;359;488;368;501;117;320;294;21;323
tile:xla:3ba313ae4e95243c9a2a7a5fb5a4f096,24;420;431;276;926;200;583;262;230;330
tile:xla:3bbd8b9ede8311e8e3b434ea4fc7048f,502;862;865;14;1362;195;398;1187;490;240
tile:xla:3bf9e6f70261f41a6df5eaa3939608d2,141;735;714;165;701;620;16;804;786;135
tile:xla:3c2b65a74ad712740c167a90c512d133,91;17;49;70;75;27;44;29;52;58
tile:xla:3c85c4e165540138fbbb362de6ce40d1,122;15;79;110;20;19;132;67;83;12
tile:xla:3c885673e325cec6d51a33c558b5047e,65;62;8;50;52;15;2;98;97;20
tile:xla:3cebc9308d0e1085777e5aaf2cf5ca88,2;0;4;5;8;9;10;12;14;20
tile:xla:3cf4f8126788a988bb9447bdfffbdfa3,228;667;700;876;1698;1981;2699;3070;3152;3210
tile:xla:3d44ff028a1d503dfd9b4fa85b101cf8,638;760;247;199;859;824;467;198;65;893
tile:xla:3d8a7cb3c1fec9dd8174e57bcdeb9fda,814;412;728;28;761;624;900;610;385;724
tile:xla:3e35461fd558ca6eb8822ee9d9dda24b,3;0;2;1;7;6;4;5;0;0
tile:xla:3e4fb155386cc9cca05a08972634dff3,12;49;10;20;38;41;61;73;86;92
tile:xla:3e6331b6420164c84b606b3dee4c3123,0;21;110;177;364;521;593;680;776;795
tile:xla:3f23db7272243cb90ae5da2e5b52a999,28;3;23;17;10;14;27;43;2;6
tile:xla:3f399b5c73d14f1655d2a6e0423f5c05,4720;1494;281;502;1309;2256;3631;3999;4114;4291
tile:xla:3f5877aa3729668ff8138c1762f5f07a,0;1;2;3;4;5;6;7;8;9
tile:xla:3f8bf25118c9ceab69e74e0f2f0dec72,70;160;302;113;133;407;208;385;204;186
tile:xla:3f8fb71e1de25d5d709c1a540a2505bc,357;81;360;649;151;354;154;372;747;456
tile:xla:3faf3dcc898db6dcb16a491dd354e87f,3190;571;2767;801;35;1980;1851;2786;45;2106
tile:xla:3fd09bd896675dea1c4ef445dd6c032a,5155;9797;1406;6033;1736;1476;8108;9325;6218;149
tile:xla:3fe6a5ce0abbfa76178a482990816c25,1953;2817;2783;1162;2320;2804;2435;1778;315;869
tile:xla:402afcc7b0e8c3377fa21ec61b5d3514,13;39;50;41;109;19;96;9;33;91
tile:xla:403b920fef3cc6021cffe9960fdafce1,585;522;163;242;237;251;662;325;581;340
tile:xla:4046fb97b72bea6304469200b6cca977,65;47;71;156;154;197;249;123;151;61
tile:xla:40c6586114c95bf25d4aed4fe33fc291,3000;2387;2216;1171;322;8441;9445;9841;1749;2261
tile:xla:410664beae0112bfbba658fa130d4f17,53;23;104;1;10;40;34;44;55;66
tile:xla:417d30b0f01e1b0e3b9c3300fd3dd7d0,461;15;266;257;253;133;24;95;337;89
tile:xla:4184b887f2a686c9a91887945c51acfb,24;98;70;12;18;21;27;28;55;73
tile:xla:41adfd6f3552a132299ad355e89c18ad,86;33;36;103;77;27;74;137;120;19
tile:xla:41cdd9ef056d0cb31bd4edafc9616de3,374;871;2511;2436;32;1466;3543;2591;2439;2545
tile:xla:41e0ad0236cee53ef6d0e237d185c643,1352;1161;529;1353;1755;278;371;1099;1883;2107
tile:xla:41eb55c0421f885199800092c533eac4,335;196;278;234;36;588;697;130;145;150
tile:xla:420730b7437fde812543d5e2c8ebef70,11;15;16;24;32;33;36;39;46;50
tile:xla:430a05305209f9f8800c38f3169c15c4,413;521;866;207;1092;371;411;470;951;427
tile:xla:43f3ceea305a29037c3c3d0afe605dc3,10;99;1;12;16;38;42;43;60;73
tile:xla:443fff7e8e9e731ba17bcff0fc57d04b,8;6;14;4;20;11;19;18;9;16
tile:xla:444c7fe5f48574e5ab1b16b16f1852de,39;43;5;4;25;37;13;32;16;19
tile:xla:44b328ddba14dc9c63794a8e111f0117,663;436;111;134;537;213;252;321;370;471
tile:xla:44e66cef0f7628c9ef61bfb4319a6861,10;59;7;18;0;26;42;32;60;54
tile:xla:45325c485e11c6cadc4df8236141af74,406;778;919;807;503;159;525;723;793;514
tile:xla:457bb743842c5b401babaeee78282418,1;3;0;2;0;0;0;0;0;0
tile:xla:45a9d8170b391eb6e711d1862215785d,139;249;108;549;199;440;547;407;116;261
tile:xla:4605a1d6581d313d5d6ab0a5ac5093a2,1759;213;851;2076;1913;443;1865;557;1452;1543
tile:xla:463612ff30619335fe0af213c53b262d,54;14;35;16;57;59;28;60;12;63
tile:xla:46768e3945d6234b7a7ec55fad96a5b3,27;89;84;7;24;12;9;25;79;82
tile:xla:47037df67e24913fc54f25f01a8e2df6,4173;3737;2633;9308;3453;2036;5809;1529;6076;3089
tile:xla:47709b8a5ad520489eaa5a8e3c900ea0,3;2;0;1;0;0;0;0;0;0
tile:xla:477d751f4b3b5aa1c0b3d18a57b10347,479;1047;657;799;647;946;1003;1292;307;1233
tile:xla:478b65b493a916d0157c2a803aa92e31,1282;1622;2608;1883;3;1846;689;277;1900;1626
tile:xla:4793b9fc31d53950997b1669067f8658,824;492;187;274;55;610;489;10;630;369
tile:xla:47f8c860047bbb7a3f7f1ce7c503c7b2,25;31;4;21;13;2;43;22;35;36
tile:xla:483c2db1d9cabed6420f5a16168a54ba,5206;4146;3798;885;2405;2757;2665;7318;6339;4789
tile:xla:4862551bf0c916c347380b4b187a6d00,54;58;164;152;68;112;52;111;153;197
tile:xla:48729b1dbf5ba6831f9e3dc526a254ec,362;281;621;177;677;587;673;681;832;577
tile:xla:488bf17e123df3e4231b1d1ed95552f5,4697;2630;5571;5650;2405;7318;3219;5766;7079;663
tile:xla:48ae3aa2b55fbc4fdc99e1825d5ee207,1059;3075;2907;2019;765;2295;2797;2092;2395;2427
tile:xla:48e5c6e8c63cb16061fc6425790992a6,4981;3986;6637;5053;7786;3628;4418;3705;6357;315
tile:xla:49892caa0f3ab3e3f0e2133111450e05,456;651;16;263;647;69;586;633;409;317
tile:xla:49c948f61e7a37b392b14235eeeb1d17,53;1;48;51;11;49;7;50;29;41
tile:xla:4a1d9f054c89c29b6ec14101ec66336c,107;12;52;105;2;16;27;31;49;55
tile:xla:4a38e5e683f2ded9a2a5d2f0e6a3f724,8437;5035;2944;5656;2009;7972;4428;3207;5457;5593
tile:xla:4a83877309d26f07bb672721dd2bd77c,43;580;1002;167;701;678;1037;1030;1398;340
tile:xla:4aa7bd94d7cc5c14c4c5caf6081a3f33,119;221;446;282;371;435;308;144;65;1
tile:xla:4bd05535dddd6a7ed2ca31dd93ba6c28,42;66;62;267;812;608;176;570;383;405
tile:xla:4be82c4b56564148a941257c30389406,94;186;97;65;71;16;3;11;81;83
tile:xla:4c900b8b85348c80fde7f52d2d6f8f64,409;707;757;170;108;288;303;431;512;712
tile:xla:4c96820970c77c4b5cd84c1faf3bc170,7;5;13;21;30;67;80;92;115;117
tile:xla:4ca356313864c2ffacb75be858c0d077,7203;8655;807;5721;9598;909;6593;7022;4916;1410
tile:xla:4cab633972ffc909f7f0a9cefc36acae,485;918;157;756;700;364;1060;26;426;753
