ID,TopConfigs
tile:xla:0ed6f75b75ba97c4a9dee913e3690f2a,2530;1665;8217;5048;4603;566;8852;1918;5972;4753
tile:xla:0f49adf7da68c0f9b69405d6d863816b,154;180;286;902;328;461;708;164;240;740
tile:xla:0f4f897211283a93ca279575ac231d5a,3209;2722;741;4157;4749;2499;3811;488;1672;1798
tile:xla:0f8b6139f6d128f1fc0482a35050448d,8782;1629;4508;8589;2584;4653;4610;3888;4270;60
tile:xla:0f9fde2acd8eea35157488571e1bc1ae,50;253;118;248;0;31;32;109;138;304
tile:xla:0fd5945bea27dee5d3e4ea7ccf012e06,2125;4368;3843;1213;652;1277;1375;2127;2172;3076
tile:xla:1000f473d6c618219fdfb6c4eeb9f03f,245;157;448;313;11;27;110;133;148;190
tile:xla:104b674432f698be9d1164c5abd6db75,786;404;969;1357;1149;1397;882;691;992;1379
tile:xla:106cefc4a7230c15586f1ed457232c6d,2430;672;9720;4667;7418;5568;6276;2327;9269;579
tile:xla:10a02953356f912fd0a6f4be23b9dd9e,165;372;591;592;597;407;205;530;332;389
tile:xla:10b37e0464c9dc1c70ac26626e5beb70,681;711;572;213;51;723;225;571;300;876
tile:xla:10e126d03e8451966ec3082875cdce02,102;76;160;204;146;203;8;50;136;134
tile:xla:11569b31e163289279988ae47bf50177,4;5;11;3;2;7;1;10;6;13
tile:xla:1179db33653909e17eddceb731a5d92a,19;297;38;87;26;267;412;176;169;212
tile:xla:119a97d54473021402f5f1d362d1a129,4;7;15;0;1;6;8;12;14;16
tile:xla:120d4e4b6ec49cb6ab32f527704e4610,8830;6490;8302;5844;321;8047;496;5759;7895;2223
tile:xla:1262c284f35d8c83f6e6aa2f19faf889,2502;829;336;5041;3835;350;4919;5298;3698;1177
tile:xla:12a232c7bb624792e902c3dfcd42b706,39;5;65;46;36;43;8;45;77;102
tile:xla:136b5499a5411037285d59e0b2b21ca1,224;59;85;197;265;377;428;464;478;606
tile:xla:13bf46020490a2a812528dabd5a47823,124;424;551;487;536;420;88;47;508;900
tile:xla:14847f95e52bfa2da0565e4f05eadd0e,8;18;10;4;29;21;1;11;19;25
tile:xla:148fe6237924d9a64faf8289115d6050,61;136;48;45;74;15;123;2;125;43
tile:xla:14faba54480440b977ab29f97770ad28,0;19;27;14;57;18;8;16;42;39
tile:xla:150b0b4d911eb9c0923c34f80af22be4,290;154;666;642;819;590;725;84;113;121
tile:xla:1544612e369833deae23e81cd90cc5bf,64;1;5;11;14;15;33;49;56;62
tile:xla:155a7cf472204eb76b052c496536c0a8,148;289;477;510;159;212;290;109;127;11
tile:xla:158d794a0870c5166bf7900622032d95,264;886;164;1513;1014;1383;1219;1083;307;317
tile:xla:159061a0da97566cd04d0c51ee0efbbf,2591;4107;6759;4121;5802;6099;108;4406;3432;4494
tile:xla:159d90cce2f0df252cc0f6f21728e6b8,546;1732;1667;4843;930;4086;1871;726;1234;1324
tile:xla:15b5fa7228c41027de7ff2b131827982,25;30;1;6;8;10;24;26;55;58
tile:xla:15f6904c770c8dc50d4359c664d95531,687;624;1133;915;190;663;465;193;146;810
tile:xla:162728365ee29c87c0c949d8d835736a,91;111;251;99;69;63;243;68;107;0
tile:xla:16b302030606136527dc215d11aa3ef0,184;59;111;213;114;107;359;361;8;23
tile:xla:16c4e5535f133899e026d1b219af8574,645;144;27;45;63;290;312;388;401;430
tile:xla:171416b221d3a5043bb01cea0d75da5e,28;25;37;5;31;17;19;16;29;38
tile:xla:17680ef6b07a04d302bfc3c71c4dc68d,21;135;79;141;130;119;61;100;46;101
tile:xla:17a4adc3a7ab057b1b18c938da37f8a8,534;896;535;581;160;435;358;689;865;505
tile:xla:1801aa06ea4a78e54823fdb1a2d33a59,2;1;0;0;0;0;0;0;0;0
tile:xla:181083d8d0f89d13dd24cd26daaf7d0f,0;2;6;7;10;15;17;18;20;22
tile:xla:182d6b42dfdedbb2ba7d0f20e39e1827,1198;4557;4127;642;2958;534;1542;3868;4771;4476
tile:xla:18799e8fd250d912738b05d04fe3512c,46;221;237;265;392;395;58;121;133;415
tile:xla:18df50b542340951a728e52690eade41,47;293;41;106;392;9;286;57;181;124
tile:xla:1957d4e65406d44b9d8c9cb9a4d05183,3;1;2;5;0;6;4;0;0;0
tile:xla:1a852010b8bf8e6d6cd7fd865a5df1a1,44;52;73;9;54;22;67;23;10;62
tile:xla:1af25bf59b2d76999372b9962efe5a65,5888;4829;7421;4341;4098;7810;8148;8249;5525;5983
tile:xla:1b852ae6416fca717ef720c3bca35296,1248;61;71;255;619;83;241;369;447;471
tile:xla:1b89e86624bb8db043adc8e3418d85bc,175;229;275;124;289;3;243;54;127;388
tile:xla:1bb6b54121813753b66aa895680b5ba0,297;576;137;749;122;58;205;449;371;412
tile:xla:1bfe6f8cf7ccca23509cac8c4f05dabf,2223;895;2602;1387;2490;2370;1920;1891;1765;2544
tile:xla:1c63a1f85ddf97b1a930e59131d16268,2948;3716;3909;4052;2182;3800;5180;443;2762;210
tile:xla:1c7513cc82b31f114c944a323d3cbf1a,402;112;359;364;379;911;946;1032;1034;1170
tile:xla:1d0cab7aafc06d8b6df5defad492b4a3,243;121;502;417;588;3;676;251;56;148
tile:xla:1d49813c79679565b6dacf353eb674b0,866;105;726;871;276;414;100;672;890;526
tile:xla:1dbf453483e2d832bc935cc6a048d1cf,1044;659;464;193;974;684;759;439;442;1119
tile:xla:1dc086e3dbb9e7b666abdc7ef6908f0f,91;111;150;21;100;5;7;48;55;67
tile:xla:1e13513abb9d004724c907d93c838938,2727;5020;4565;1452;353;1200;619;3314;5090;2060
tile:xla:1e92109f07a62f0c454ec4b2947fa57b,105;182;48;119;296;123;149;414;505;421
tile:xla:1eab795ad5e7be839141208606810e42,9;102;261;145;32;220;157;265;35;97
tile:xla:1ed546f63d1d57d9d8ded12d52413b2d,1989;1514;8202;3593;4761;6301;7306;4765;2155;8711
tile:xla:1f570416496f01801e0b6ff3be652f33,45;40;24;25;0;1;8;23;27;29
tile:xla:1f91d93655c0d754e398b7403cb878cc,338;7054;6164;6327;3843;8455;6523;5822;5887;7027
tile:xla:201491ec525e69265b5c35b8ea663b14,320;487;500;158;729;867;840;54;925;997
tile:xla:2016aa7a199dcd51c50c51eb5dcad732,230;758;642;344;509;806;97;111;821;998
tile:xla:20977d06119e3681836217845e87bdbc,373;387;123;318;234;376;19;94;27;9
tile:xla:209eb548aa33e5e3376785ae8bd262b8,131;164;278;354;397;371;223;297;3;243
tile:xla:21360a2946aaf30ad0bec612bf397425,47;12;27;73;78;64;55;33;3;70
tile:xla:2141d6ff34b7cd9537ec49e666a60d46,1399;369;245;1077;1093;123;1672;1745;723;907
tile:xla:215d0ceb8cd572eda0939f909256fef9,417;913;1050;843;559;805;1139;14;63;60
tile:xla:21b3cd54f9e6cb509ec54a559e06a049,562;108;187;1424;627;164;16;419;1417;189
tile:xla:21c9cd174bcc6b619c3ba81c06d40df1,181;205;104;101;164;134;28;127;103;83
tile:xla:21f4411bf1b9265bc851b7a0a59eed58,333;102;226;459;217;353;506;198;266;37
tile:xla:220b9496b2b359951702aa1a061b9c1c,765;1084;646;87;335;78;155;240;266;295
tile:xla:2267075245e1e4484232542c85c1509f,905;417;984;958;430;609;1307;57;723;118
tile:xla:2277cf38e3d9f3a39a6f3f1b64a66a66,142;970;173;268;26;120;216;354;396;429
tile:xla:22a10fd1d8658e4948b2cd139ab7cceb,9346;2198;2266;39;3170;7876;6157;2912;1045;4914
tile:xla:22cfd3bbcc292b0b285731af630f74b7,97;319;47;257;271;45;209;253;304;93
tile:xla:22f14ee781021d94bd748415f5101db0,113;148;29;24;27;72;85;94;117;129
tile:xla:23079d46528043e1427cc315a76f20e2,1943;11;3231;198;1814;2665;467;1375;2360;884
tile:xla:2332bcb3cc58e090c42c110d0ac74f91,2709;1469;1110;1258;2096;2113;1737;2503;1295;2269
tile:xla:23ae65ba7fa1aded3115510359cffe05,162;368;88;454;66;387;95;211;468;364
tile:xla:23b0858fd6f1d189ddf05507a2760d41,361;2946;3662;577;233;4047;2427;2567;3441;2099
tile:xla:23fae06fe752ab205e86e93eb001b410,131;124;153;77;22;166;171;82;158;90
tile:xla:24108bb65cb4809b06d48fe3bff74834,511;472;466;763;394;526;704;888;554;1171
tile:xla:243e74e5a4e7fd7da9384c4636ed925e,2923;2145;1936;2396;2424;1791;366;476;936;1252
tile:xla:245b60fd8dd9bff1dc33eaa9cb7014b9,179;68;97;101;5;62;45;70;99;3
tile:xla:2508761d8c05f18e28fe00f9a84f6430,95;104;80;44;10;16;18;20;26;51
tile:xla:2537b2a53878890151a5fa7799d3f68a,118;100;1;302;320;16;294;394;243;346
tile:xla:255e0fbf6dbb62d1a164f20a92fcdb6b,1;0;3;2;0;0;0;0;0;0
tile:xla:25e50768df16d7c711a7bd7769b3f72e,139;67;200;268;353;388;407;411;650;687
tile:xla:26c8bd665ec4ac25f8ece754e2992109,51;18;81;21;27;35;50;55;58;66
tile:xla:26f4205167717014b98b1f535649b412,1742;2594;682;2022;762;1080;491;541;1676;2200
tile:xla:273cdd7363d77839712948b6ae8d19d2,1277;1088;91;261;1072;630;1305;400;571;292
tile:xla:27e1a9c6fda09e05b9a9b121c4546276,275;1315;1111;1020;771;1182;623;201;263;396
tile:xla:2831da08124756eeeb7a5c0f5f755fea,27;639;739;312;75;150;157;163;178;296
tile:xla:2832df399c259d98f4946e83c56f94c8,122;17;40;21;67;87;132;127;49;86
tile:xla:287224a3ce2d583db79e6e956c8fcb77,29;189;204;335;150;462;176;361;341;235
tile:xla:28a5375741493e3ee264bba835c5a099,2704;921;527;1900;3146;1071;1895;1418;2446;1678
tile:xla:28d9c8dc3c2980a1297ca08bac7e7278,95;104;23;102;154;123;37;118;163;144
tile:xla:2922e4cf939d053b4d1c2fa459628e83,6773;1478;2454;8847;2819;8669;5343;3396;8138;609
tile:xla:2929ae3ce1a85b76c4188a50f10a6dca,751;193;397;194;1034;659;48;195;599;471
tile:xla:299089b6aea7cc09b4936caec68c885c,161;66;3604;2776;5020;3317;3132;6514;3740;6072
tile:xla:29e065cb06be8f1523cd6301fbb6dc32,323;276;7;334;90;283;106;214;80;341
tile:xla:2ab7cca8ffaa3ecd27e7a8d644d6f416,88;92;11;2;10;17;25;28;29;31
tile:xla:2b5e539272adc4c910c8f285b6bc6896,10;212;103;204;190;181;87;93;107;200
tile:xla:2b948525e1cdc87575c24f81882a72b0,929;519;663;420;62;383;38;493;802;1
tile:xla:2b9da949ecbbf9431ac72a16c9b003e8,286;48;684;298;651;932;413;22;315;322
tile:xla:2bc89e7959bb44833b5f0d50753c99f7,424;369;39;340;260;446;116;226;282;289
tile:xla:2bc8bbd63d63560807f354df9436e567,977;537;361;305;931;1134;727;753;116;292
tile:xla:2be265628b95cad802e8aed4e44cd6dd,50;33;6;43;42;29;58;55;18;59
tile:xla:2bfdd5dc49dc4c742a841135d737f818,78;76;62;71;45;17;72;19;24;32
tile:xla:2c7065047d5eaa8630b03ada2f3d2385,547;566;471;359;1253;1064;1583;463;136;581
tile:xla:2ca047faf024cd52890090b35061c630,657;668;536;158;495;505;562;74;658;688
tile:xla:2d09e3ab92e184c561abaf8d9efe7b87,36;183;112;41;27;65;148;227;210;53
tile:xla:2d260c22c3ff1d067341be8172c6c3c6,452;399;207;620;220;249;1072;587;539;389
tile:xla:2d6cb01126240319a3d4a5e0a5c1e058,100;64;107;67;9;15;62;121;140;88
tile:xla:2d8bb967a9788d9974f99f4ad76d31f4,525;868;300;109;1190;757;1058;1194;305;904
tile:xla:2e3825b097f2ad56f55ff538b12f31f2,748;5095;2110;2802;661;7465;7835;8512;4027;2835
tile:xla:2ebe56a1ddb8772e3ca3d5fcd53c5e2f,344;6224;1362;4390;4895;5731;2976;3164;3779;4485
tile:xla:2ed25b05a071f287f9f1a04e2324e1b9,3;72;140;447;512;596;611;653;657;819
tile:xla:2f79219d7054b4d8a7f071cf36ac4d7c,4;1;2;8;10;12;14;15;16;17
tile:xla:2fe1177b4fdf6407758dd635fa90345e,5239;8457;7531;1903;6789;3311;2448;245;3577;3112
tile:xla:3001fa1de02dc4c132ec994af6178408,468;15;104;159;193;216;319;359;464;469
tile:xla:3054e2e8c42344027b5027b5dd6ee4cc,94;19;41;56;159;75;6;10;32;45
tile:xla:30cbe83eeb542134d64e1b0ac1e566d8,503;304;232;121;1;199;108;259;253;299
tile:xla:30d3f9906adbec55c446b6df344e4684,1;0;2;4;5;3;0;0;0;0
tile:xla:31509abc20054f2608a099f62f126e3b,41;35;46;32;5;14;42;17;16;45
tile:xla:3183f2c7b43ab61b05d1f6f0beb68438,505;76;165;179;238;249;252;448;567;630
tile:xla:31b4052a89507138fc06d82688461e00,75;126;7;149;134;90;4;77;6;116
tile:xla:31cec14c5c237f400d4dc4846446eeaf,2607;2905;1194;2409;211;384;2584;230;2238;723
tile:xla:32ee2f0afdc0a20b1952512cf9a9e37e,334;241;1190;1071;360;1224;631;76;1138;1284
tile:xla:3390c748f3374c80153ad47b983faea2,136;87;16;36;45;54;59;63;76;85
tile:xla:339fe05532b959b6b33856aede53e3ab,3605;245;61;3114;2184;4619;2764;212;1972;850
tile:xla:33eda9cb7d5c9cb6ed81fb2fc84f382f,3318;2450;2897;3815;549;4273;2705;395;3732;1157
tile:xla:34105d7d4e01122157c0eec8e6851b22,1310;1581;369;1056;2653;412;2887;1884;2411;2745
tile:xla:34a21cf24fd3872e9b5d382a3b19c99e,13;61;15;74;43;76;19;36;49;64
tile:xla:34a2312250b792c67d220000e948c2c7,552;508;374;58;528;55;185;201;211;249
tile:xla:3505c76a2f1cad781f2a1597e3ea6e25,989;3580;915;1943;6189;4022;1797;8370;912;1161
tile:xla:3523b75f05aaecb8e8b7bdafea07103a,0;1;0;0;0;0;0;0;0;0
tile:xla:35be22544522b94def2a2ce1d17cab98,27;82;8;2;10;14;20;31;35;49
tile:xla:3610d7e16d0928ea031df76fc178ce2d,0;1;2;3;4;5;6;7;8;9
tile:xla:3638f6c2031d4f3a3ee0a8699d911998,335;597;106;320;523;140;352;477;154;73
tile:xla:369be89f87214cc9963f0940593d336d,143;729;31;689;818;933;427;495;661;546
tile:xla:37003c6a5d82817cd9eeabe654f4184b,7;10;8;4;17;3;15;14;1;6
tile:xla:370873e0e7529704147e3552dd97d7aa,315;595;656;440;632;61;935;364;197;122
tile:xla:37365d504334335d27589029e5dba2ea,3657;2386;7320;7682;2260;4714;3531;2849;9761;6498
tile:xla:37702040de6a1ba79e30e327fda32ff0,9909;2718;9000;5707;9824;2481;1146;2985;5018;8273
tile:xla:37823950c3cc2fa78a1d415dcde302f7,218;232;58;198;5;17;30;33;45;134
tile:xla:379cc1bdac69ab3483cdc891938f65ec,9;7;1;6;5;4;8;10;3;2
tile:xla:37a9a3cd5049632b6c38dd8e3f296a70,399;443;462;514;150;141;192;277;349;76
tile:xla:37b382fb5e57a2f41a4674fe8ba5941f,486;297;287;215;24;182;146;346;324;373
tile:xla:37b7d74cb126b977f23e3f9453c76ad0,4871;234;1037;8762;6410;1153;243;420;3775;6052
tile:xla:385de53086be47f29260a91fc1dd5a26,2809;1482;98;129;3890;1548;2980;1197;2533;3490
tile:xla:38e3f75abe1afdb180d31b35af3aa9a8,56;0;1;14;19;21;24;58;59;62
tile:xla:38e8d58bf3373385748726cc77524d11,0;19;3;13;23;11;12;21;4;29
tile:xla:390fc89ad36bc81be52da85d29d2f84d,119;7;12;95;61;100;63;5;56;32
tile:xla:3a925546ff94d8052242692d4412c807,972;817;1136;809;1295;550;35;2113;3129;3325
tile:xla:3ace3f1ec8c0887d9f732e56d8e20d39,62;56;70;78;52;25;59;5;14;74
tile:xla:3ad7a21fdfc9fce79d2b9c3f83397989,76;1218;1259;1269;993;283;268;722;1345;1197
tile:xla:3adf87c46a1ebabd78d94fd6210b0bc0,281;318;115;492;516;40;170;303;176;463
tile:xla:3ba313ae4e95243c9a2a7a5fb5a4f096,926;420;24;431;519;608;578;858;583;593
tile:xla:3bbd8b9ede8311e8e3b434ea4fc7048f,317;1244;757;388;281;490;68;562;66;222
tile:xla:3bf9e6f70261f41a6df5eaa3939608d2,691;165;445;735;135;294;319;99;412;777
tile:xla:3c2b65a74ad712740c167a90c512d133,0;29;74;7;27;59;75;49;58;91
tile:xla:3c85c4e165540138fbbb362de6ce40d1,15;20;122;79;110;19;137;101;29;132
tile:xla:3c885673e325cec6d51a33c558b5047e,8;65;62;98;97;2;50;52;15;37
tile:xla:3cebc9308d0e1085777e5aaf2cf5ca88,17;2;1;19;7;0;4;5;8;9
tile:xla:3cf4f8126788a988bb9447bdfffbdfa3,910;2663;1476;223;2758;822;3865;1504;1393;72
tile:xla:3d44ff028a1d503dfd9b4fa85b101cf8,131;505;677;473;396;638;760;318;247;806
tile:xla:3d8a7cb3c1fec9dd8174e57bcdeb9fda,263;257;709;620;253;180;117;459;93;300
tile:xla:3e35461fd558ca6eb8822ee9d9dda24b,2;7;3;0;1;6;5;4;0;0
tile:xla:3e4fb155386cc9cca05a08972634dff3,12;49;10;20;38;41;61;73;86;92
tile:xla:3e6331b6420164c84b606b3dee4c3123,134;573;0;21;110;177;364;521;593;680
tile:xla:3f23db7272243cb90ae5da2e5b52a999,3;28;14;17;23;10;27;43;6;2
tile:xla:3f399b5c73d14f1655d2a6e0423f5c05,4720;1494;281;502;1309;2256;3631;3999;4114;4291
tile:xla:3f5877aa3729668ff8138c1762f5f07a,0;1;2;3;4;5;6;7;8;9
tile:xla:3f8bf25118c9ceab69e74e0f2f0dec72,385;160;302;293;407;319;374;173;314;236
tile:xla:3f8fb71e1de25d5d709c1a540a2505bc,151;122;357;692;148;274;344;366;399;430
tile:xla:3faf3dcc898db6dcb16a491dd354e87f,3190;571;2767;801;2106;45;3143;3027;2902;1851
tile:xla:3fd09bd896675dea1c4ef445dd6c032a,8108;9325;6218;5155;9797;714;6581;5252;2684;3873
tile:xla:3fe6a5ce0abbfa76178a482990816c25,1481;1953;1162;2783;1087;2320;2240;2425;2817;2804
tile:xla:402afcc7b0e8c3377fa21ec61b5d3514,13;39;50;109;41;96;19;9;33;42
tile:xla:403b920fef3cc6021cffe9960fdafce1,581;606;421;29;121;140;35;72;97;138
tile:xla:4046fb97b72bea6304469200b6cca977,65;47;154;61;123;71;156;151;249;185
tile:xla:40c6586114c95bf25d4aed4fe33fc291,8441;3000;1171;2387;2216;322;9841;9445;2261;4419
tile:xla:410664beae0112bfbba658fa130d4f17,119;34;44;55;66;72;91;122;70;110
tile:xla:417d30b0f01e1b0e3b9c3300fd3dd7d0,253;461;15;235;264;275;305;467;487;506
tile:xla:4184b887f2a686c9a91887945c51acfb,24;98;70;12;18;21;27;28;55;73
tile:xla:41adfd6f3552a132299ad355e89c18ad,33;77;103;86;137;120;27;36;19;74
tile:xla:41cdd9ef056d0cb31bd4edafc9616de3,871;374;3548;1015;2545;1230;3560;2511;2436;32
tile:xla:41e0ad0236cee53ef6d0e237d185c643,1755;278;1161;1353;371;1099;597;1352;1716;529
tile:xla:41eb55c0421f885199800092c533eac4,335;278;196;234;130;145;150;183;267;483
tile:xla:420730b7437fde812543d5e2c8ebef70,11;15;16;24;32;33;36;39;46;50
tile:xla:430a05305209f9f8800c38f3169c15c4,521;413;866;1359;207;616;470;1300;679;1417
tile:xla:43f3ceea305a29037c3c3d0afe605dc3,10;99;12;16;38;42;43;60;73;83
tile:xla:443fff7e8e9e731ba17bcff0fc57d04b,8;6;14;4;20;11;19;18;9;16
tile:xla:444c7fe5f48574e5ab1b16b16f1852de,39;43;5;25;37;4;13;32;16;19
tile:xla:44b328ddba14dc9c63794a8e111f0117,3;6;49;184;237;317;613;639;699;706
tile:xla:44e66cef0f7628c9ef61bfb4319a6861,54;59;10;18;32;7;0;26;42;38
tile:xla:45325c485e11c6cadc4df8236141af74,641;831;767;510;228;516;796;920;246;197
tile:xla:457bb743842c5b401babaeee78282418,1;0;3;2;0;0;0;0;0;0
tile:xla:45a9d8170b391eb6e711d1862215785d,488;289;117;203;193;440;549;324;81;387
tile:xla:4605a1d6581d313d5d6ab0a5ac5093a2,557;1543;67;622;712;1728;1759;213;2076;2126
tile:xla:463612ff30619335fe0af213c53b262d,54;14;35;59;16;55;57;28;60;63
tile:xla:46768e3945d6234b7a7ec55fad96a5b3,27;89;7;24;84;12;9;25;79;82
tile:xla:47037df67e24913fc54f25f01a8e2df6,2633;4173;9036;3737;1529;5809;3707;9308;4327;1704
tile:xla:47709b8a5ad520489eaa5a8e3c900ea0,3;2;0;1;0;0;0;0;0;0
tile:xla:477d751f4b3b5aa1c0b3d18a57b10347,987;571;832;593;356;358;455;1246;1004;424
tile:xla:478b65b493a916d0157c2a803aa92e31,1282;1622;1846;2608;1883;277;3;1900;689;648
tile:xla:4793b9fc31d53950997b1669067f8658,824;187;274;492;489;55;820;610;10;291
tile:xla:47f8c860047bbb7a3f7f1ce7c503c7b2,20;42;46;36;50;43;21;31;25;27
tile:xla:483c2db1d9cabed6420f5a16168a54ba,5206;4146;3798;885;2405;2757;2665;6339;4789;9605
tile:xla:4862551bf0c916c347380b4b187a6d00,54;58;164;152;68;52;111;153;197;112
tile:xla:48729b1dbf5ba6831f9e3dc526a254ec,53;123;157;264;318;326;385;496;551;658
tile:xla:488bf17e123df3e4231b1d1ed95552f5,880;94;644;2630;3449;6872;3573;4350;7318;2405
tile:xla:48ae3aa2b55fbc4fdc99e1825d5ee207,3075;2907;1059;2019;2295;765;2092;2797;1817;2395
tile:xla:48e5c6e8c63cb16061fc6425790992a6,4981;5053;6637;3986;1592;4364;3628;7786;315;3705
tile:xla:49892caa0f3ab3e3f0e2133111450e05,686;456;409;197;171;524;1;89;128;210
tile:xla:49c948f61e7a37b392b14235eeeb1d17,9;4;36;41;3;48;43;51;50;29
tile:xla:4a1d9f054c89c29b6ec14101ec66336c,107;12;52;105;2;16;27;31;49;55
tile:xla:4a38e5e683f2ded9a2a5d2f0e6a3f724,8437;5035;2009;2944;5656;5457;3207;7972;4428;5593
tile:xla:4a83877309d26f07bb672721dd2bd77c,1732;1400;1497;419;263;33;1069;788;93;1188
tile:xla:4aa7bd94d7cc5c14c4c5caf6081a3f33,119;221;446;282;371;435;144;65;1;308
tile:xla:4bd05535dddd6a7ed2ca31dd93ba6c28,240;235;776;527;574;1;613;823;608;782
tile:xla:4be82c4b56564148a941257c30389406,186;71;65;97;3;11;81;83;85;93
tile:xla:4c900b8b85348c80fde7f52d2d6f8f64,521;955;402;0;825;749;505;507;183;778
tile:xla:4c96820970c77c4b5cd84c1faf3bc170,5;13;21;30;67;80;92;115;117;125
tile:xla:4ca356313864c2ffacb75be858c0d077,5692;5893;7246;8757;9505;9361;9289;4780;9776;8246
tile:xla:4cab633972ffc909f7f0a9cefc36acae,341;278;138;986;26;187;426;841;284;645
